,Season,Team,W,G,L,W%,FG%,2P%,3P%,FT%,TS%,eFG%,MP/G,FG/G,FGA/G,2P/G,2PA/G,3P/G,3PA/G,FT/G,FTA/G,ORB/G,DRB/G,TRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,PTS/G
162,2003,SAC,55,82,27,0.671,0.462,0.48,0.401,0.795,0.554,50.715,241.21951219512195,37.84146341463415,81.84146341463415,30.51219512195122,63.573170731707314,7.329268292682927,18.26829268292683,19.829268292682926,24.926829268292682,10.829268292682928,30.390243902439025,41.21951219512195,26.24390243902439,8.658536585365853,3.9634146341463414,13.865853658536585,19.341463414634145,102.84146341463415
163,2000,SAC,55,82,27,0.671,0.449,0.472,0.354,0.771,0.529,48.379,244.8780487804878,38.19512195121951,84.98780487804878,32.353658536585364,68.48780487804878,5.841463414634147,16.5,19.51219512195122,25.304878048780488,12.036585365853659,32.98780487804878,45.02439024390244,22.585365853658537,9.670731707317072,5.2682926829268295,14.890243902439025,19.463414634146343,101.7439024390244
164,1999,UTA,55,82,27,0.671,0.464,0.476,0.385,0.773,0.54,49.005,240.91463414634146,36.1219512195122,77.8048780487805,32.109756097560975,67.39024390243902,4.012195121951219,10.414634146341463,20.25609756097561,26.21951219512195,11.414634146341463,29.585365853658537,41.0,24.890243902439025,7.670731707317073,5.439024390243903,14.878048780487806,24.548780487804876,96.51219512195122
165,1997,MIA,55,82,27,0.671,0.45,0.481,0.355,0.739,0.538,49.376,240.91463414634146,34.75609756097561,77.15853658536585,28.073170731707318,58.329268292682926,6.682926829268292,18.829268292682926,18.76829268292683,25.390243902439025,12.536585365853659,29.5,42.03658536585366,21.4390243902439,8.109756097560975,5.2317073170731705,14.951219512195122,24.170731707317074,94.96341463414635
166,1995,UTA,55,82,27,0.671,0.488,0.509,0.372,0.768,0.566,51.699,241.21951219512195,38.15853658536585,78.2560975609756,33.5609756097561,65.90243902439025,4.597560975609756,12.353658536585366,21.573170731707318,28.073170731707318,12.109756097560975,28.9390243902439,41.048780487804876,26.085365853658537,8.134146341463415,5.097560975609756,14.817073170731707,24.951219512195124,102.48780487804878
167,1994,NYK,55,82,27,0.671,0.467,0.496,0.368,0.734,0.55,50.845,241.21951219512195,36.40243902439025,77.97560975609755,29.914634146341463,60.34146341463415,6.487804878048781,17.634146341463413,18.926829268292682,25.78048780487805,11.329268292682928,30.158536585365855,41.48780487804878,25.0609756097561,7.2073170731707314,4.719512195121951,15.914634146341463,25.634146341463413,98.21951219512195
168,1993,SAS,55,82,27,0.671,0.475,0.49,0.349,0.742,0.537,49.379,241.21951219512195,38.75609756097561,81.5609756097561,35.71951219512195,72.85365853658537,3.0365853658536586,8.707317073170731,19.475609756097562,26.23170731707317,14.5,31.670731707317074,46.170731707317074,23.121951219512194,6.841463414634147,5.487804878048781,14.609756097560975,20.26829268292683,100.02439024390245
169,1993,CHI,55,82,27,0.671,0.476,0.489,0.354,0.705,0.526,49.325,241.21951219512195,39.573170731707314,83.10975609756098,36.73170731707317,75.07317073170732,2.841463414634146,8.036585365853659,15.975609756097562,22.670731707317074,13.939024390243903,29.158536585365855,43.09756097560975,25.634146341463413,9.024390243902438,4.317073170731708,15.926829268292684,21.341463414634145,97.96341463414635
170,1992,HOU,55,82,27,0.671,0.486,0.51,0.361,0.758,0.557,51.505,241.21951219512195,40.0,82.2439024390244,35.28048780487805,69.15853658536585,4.719512195121951,13.085365853658537,19.317073170731707,25.48780487804878,12.012195121951219,30.878048780487806,42.890243902439025,25.79268292682927,8.317073170731707,6.621951219512195,15.792682926829269,20.71951219512195,104.03658536585365
171,1992,SEA,55,82,27,0.671,0.486,0.498,0.357,0.761,0.546,50.168,241.21951219512195,42.353658536585364,87.07317073170732,39.69512195121951,79.63414634146342,2.658536585365854,7.439024390243903,20.975609756097562,27.548780487804876,14.902439024390244,27.48780487804878,42.390243902439025,23.24390243902439,11.512195121951219,4.987804878048781,15.451219512195122,24.036585365853657,108.34146341463415
172,1991,GSW,55,82,27,0.671,0.507,0.527,0.333,0.746,0.568,52.43,242.4390243902439,45.9390243902439,90.57317073170732,42.84146341463415,81.26829268292683,3.097560975609756,9.304878048780488,23.70731707317073,31.78048780487805,13.865853658536585,28.975609756097562,42.84146341463415,25.170731707317074,10.414634146341463,4.573170731707317,16.5,24.98780487804878,118.6829268292683
