,,,,,,,,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Shooting,Team Shooting,Team Shooting,Team Shooting,Team Shooting,Team Shooting
Rk,Season,Team,W,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%
749,1983-84,KCK,38,82,38,44,.463,19755,3516,7230,3464,7041,52,189,1939,2495,1144,2273,3417,2229,715,383,1504,2200,9023,.486,.492,.275,.777,.542,48.990
750,1982-83,DAL,38,82,38,44,.463,19730,3674,7550,3631,7365,43,185,1852,2462,1296,2381,3677,2227,552,348,1348,2067,9243,.487,.493,.232,.752,.535,48.947
751,1979-80,POR,38,82,38,44,.463,19780,3408,7167,3382,7035,26,132,1560,2100,1295,2408,3703,1898,708,472,1552,1956,8402,.476,.481,.197,.743,.519,47.733
752,2022-23,UTA,37,82,37,45,.451,19805,3485,7365,2391,4266,1094,3099,1536,1955,968,2794,3762,2129,500,429,1259,1679,9600,.473,.560,.353,.786,.584,54.745
753,2021-22,NYK,37,82,37,45,.451,19780,3088,7069,2006,4040,1082,3029,1473,1980,941,2841,3782,1793,570,399,1087,1672,8731,.437,.497,.357,.744,.550,51.337
754,2018-19,LAL,37,82,37,45,.451,19780,3491,7425,2644,4884,847,2541,1336,1910,835,2985,3820,2096,618,440,1284,1701,9165,.470,.541,.333,.699,.554,52.721
755,2016-17,DET,37,82,37,45,.451,19805,3269,7282,2638,5367,631,1915,1140,1586,908,2838,3746,1732,574,310,973,1467,8309,.449,.492,.330,.719,.521,49.224
756,2014-15,MIA,37,82,37,45,.451,19730,2885,6330,2329,4671,556,1659,1438,1940,747,2461,3208,1626,642,372,1214,1636,7764,.456,.499,.335,.741,.540,49.968
757,2013-14,NYK,37,82,37,45,.451,19855,3027,6739,2268,4701,759,2038,1271,1670,870,2437,3307,1641,631,367,1063,1815,8084,.449,.482,.372,.761,.541,50.549
758,2011-12,ORL,37,66,37,29,.561,15965,2275,5162,1605,3377,670,1785,995,1508,742,2060,2802,1321,451,275,984,1168,6215,.441,.475,.375,.660,.533,50.562
759,2010-11,IND,37,82,37,45,.451,19780,3003,6787,2418,5134,585,1653,1592,2035,914,2657,3571,1611,584,456,1262,1782,8183,.442,.471,.354,.782,.533,48.556
760,2009-10,NOH,37,82,37,45,.451,19830,3178,6842,2607,5270,571,1572,1293,1661,852,2450,3302,1828,625,300,1103,1606,8220,.464,.495,.363,.778,.543,50.621
761,2007-08,ATL,37,82,37,45,.451,19855,2975,6552,2591,5474,384,1078,1720,2227,1008,2454,3462,1804,600,448,1223,1673,8054,.454,.473,.356,.772,.535,48.336
762,2004-05,LAC,37,82,37,45,.451,20030,2924,6368,2693,5699,231,669,1770,2274,980,2455,3435,1901,599,422,1290,1819,7849,.459,.473,.345,.778,.533,47.731
763,2003-04,GSW,37,82,37,45,.451,19855,2875,6511,2446,5228,429,1283,1470,2028,1002,2533,3535,1681,576,389,1211,1691,7649,.442,.468,.334,.725,.517,47.450
764,2003-04,SEA,37,82,37,45,.451,19805,2939,6590,2216,4654,723,1936,1363,1782,907,2318,3225,1782,661,387,1188,1784,7964,.446,.476,.373,.765,.540,50.083
765,2002-03,NYK,37,82,37,45,.451,19855,2967,6725,2361,5143,606,1582,1320,1620,842,2376,3218,1800,579,255,1149,1888,7860,.441,.459,.383,.815,.528,48.625
766,2002-03,WAS,37,82,37,45,.451,19830,2816,6394,2563,5583,253,811,1617,2077,917,2395,3312,1612,621,390,1095,1644,7502,.440,.459,.312,.779,.513,46.020
767,2001-02,WAS,37,82,37,45,.451,19730,2938,6664,2633,5878,305,786,1428,1866,1055,2393,3448,1715,570,354,1068,1763,7609,.441,.448,.388,.765,.508,46.376
768,1998-99,SAS,37,50,37,13,.740,12075,1740,3812,1568,3291,172,521,988,1415,614,1584,2198,1101,421,351,759,1010,4640,.456,.476,.330,.698,.523,47.901
769,1998-99,UTA,37,50,37,13,.740,12175,1684,3620,1544,3232,140,388,1158,1510,555,1508,2063,1204,398,276,814,1133,4666,.465,.478,.361,.767,.545,48.453
770,1997-98,DET,37,82,37,45,.451,19955,2862,6373,2569,5435,293,938,1704,2288,1044,2338,3382,1597,678,344,1198,1805,7721,.449,.473,.312,.745,.523,47.207
771,1989-90,GSW,37,82,37,45,.451,19705,3489,7208,3246,6458,243,750,2313,2858,915,2385,3300,1978,756,488,1415,2010,9534,.484,.503,.324,.809,.563,50.090
772,1986-87,DEN,37,82,37,45,.451,19780,3744,7951,3638,7560,106,391,1975,2568,1294,2368,3662,2317,754,421,1216,2184,9569,.471,.481,.271,.769,.527,47.755
773,1985-86,SAC,37,82,37,45,.451,19780,3538,7220,3508,7086,30,134,1818,2338,1135,2377,3512,2304,602,388,1533,2134,8924,.490,.495,.224,.778,.541,49.211
774,1983-84,GSW,37,82,37,45,.451,19830,3519,7534,3464,7308,55,226,1915,2577,1390,2171,3561,1837,830,348,1518,2108,9008,.467,.474,.243,.743,.520,47.073
775,1983-84,SAS,37,82,37,45,.451,19980,3909,7721,3830,7458,79,263,1965,2604,1230,2528,3758,2361,685,491,1447,2146,9862,.506,.514,.300,.755,.556,51.140
776,1982-83,DET,37,82,37,45,.451,19880,3623,7602,3551,7330,72,272,1921,2588,1312,2477,3789,2108,679,572,1557,2122,9239,.477,.484,.265,.742,.529,48.132
777,1980-81,DEN,37,82,37,45,.451,19955,3784,7960,3754,7815,30,145,2388,3051,1325,2497,3822,2030,720,380,1444,2108,9986,.475,.480,.207,.783,.537,47.726
778,1979-80,CLE,37,82,37,45,.451,19930,3811,8041,3775,7854,36,187,1702,2205,1307,2381,3688,2108,764,342,1370,1934,9360,.474,.481,.193,.772,.519,47.618
779,1979-80,IND,37,82,37,45,.451,19855,3639,7689,3551,7375,88,314,1753,2333,1398,2326,3724,2148,900,530,1517,1973,9119,.473,.481,.280,.751,.523,47.900
780,2023-24,ATL,36,82,36,46,.439,19855,3529,7584,2404,4492,1125,3092,1520,1906,1024,2639,3663,2180,615,369,1110,1522,9703,.465,.535,.364,.797,.576,53.949
781,2021-22,NOP,36,82,36,46,.439,19755,3294,7212,2421,4583,873,2629,1501,1903,981,2726,3707,2047,680,328,1153,1612,8962,.457,.528,.332,.789,.557,51.726
782,2020-21,BOS,36,72,36,36,.500,17380,2985,6401,2006,3783,979,2618,1160,1496,765,2421,3186,1689,556,383,1012,1471,8109,.466,.530,.374,.775,.574,54.281
783,2018-19,MIN,36,82,36,46,.439,19830,3413,7483,2586,5126,827,2357,1570,1995,923,2750,3673,2018,683,411,1074,1664,9223,.456,.504,.351,.787,.552,51.136
784,2017-18,CHO,36,82,36,46,.439,19780,3197,7106,2373,4873,824,2233,1656,2216,827,2901,3728,1770,559,373,1041,1409,8874,.450,.487,.369,.747,.549,50.788
785,2016-17,CHO,36,82,36,46,.439,19830,3093,7000,2269,4653,824,2347,1591,1953,721,2853,3574,1891,571,390,942,1360,8601,.442,.488,.351,.815,.547,50.071
786,2013-14,DEN,36,82,36,46,.439,19755,3147,7042,2445,5083,702,1959,1563,2154,1009,2717,3726,1838,615,459,1305,1890,8559,.447,.481,.358,.726,.536,49.673
787,2011-12,DAL,36,66,36,30,.545,16065,2398,5412,1901,3948,497,1464,1029,1334,665,2157,2822,1380,565,337,926,1226,6322,.443,.482,.339,.771,.527,48.901
788,2011-12,NYK,36,66,36,30,.545,15940,2365,5335,1848,3797,517,1538,1211,1634,743,2012,2755,1328,622,276,1056,1391,6458,.443,.487,.336,.741,.533,49.175
789,2011-12,UTA,36,66,36,30,.545,16165,2523,5531,2250,4686,273,845,1258,1668,861,2055,2916,1439,545,385,936,1441,6577,.456,.480,.323,.754,.525,48.084
790,2010-11,GSW,36,82,36,46,.439,19830,3251,7047,2566,5298,685,1749,1290,1695,955,2370,3325,1847,737,406,1198,1806,8477,.461,.484,.392,.761,.544,50.993
791,2008-09,IND,36,82,36,46,.439,19830,3220,7080,2568,5355,652,1725,1525,1890,924,2661,3585,1775,573,434,1189,1895,8617,.455,.480,.378,.807,.545,50.085
792,2007-08,IND,36,82,36,46,.439,19755,3102,6993,2347,4972,755,2021,1568,2042,904,2633,3537,1864,623,412,1236,1921,8527,.444,.472,.374,.768,.540,49.757
793,2005-06,ORL,36,82,36,46,.439,19905,2911,6167,2612,5371,299,796,1663,2277,892,2402,3294,1495,532,362,1240,1908,7784,.472,.486,.376,.730,.543,49.627
794,2004-05,ORL,36,82,36,46,.439,19705,3034,6679,2714,5763,320,916,1772,2335,1038,2544,3582,1583,633,441,1322,1937,8160,.454,.471,.349,.759,.529,47.822
795,2003-04,BOS,36,82,36,46,.439,19705,2843,6415,2290,4816,553,1599,1572,2095,851,2440,3291,1683,770,331,1332,1837,7811,.443,.475,.346,.750,.532,48.628
796,2001-02,MIA,36,82,36,46,.439,19930,2801,6382,2489,5483,312,899,1236,1708,902,2544,3446,1664,547,448,1217,1846,7150,.439,.454,.347,.724,.501,46.333
797,2001-02,PHO,36,82,36,46,.439,19830,3097,6934,2739,5838,358,1096,1250,1630,1072,2430,3502,1838,668,401,1205,1785,7802,.447,.469,.327,.767,.510,47.245
798,2000-01,BOS,36,82,36,46,.439,19830,2773,6485,2181,4852,592,1633,1621,2190,897,2367,3264,1708,769,336,1285,1952,7759,.428,.450,.363,.740,.521,47.325
799,1997-98,BOS,36,82,36,46,.439,19730,3012,6934,2597,5685,415,1249,1425,1964,1196,2044,3240,1816,987,366,1330,2203,7864,.434,.457,.332,.726,.504,46.431
800,1997-98,MIL,36,82,36,46,.439,19930,2918,6399,2669,5696,249,703,1663,2167,1035,2236,3271,1649,733,357,1383,1915,7748,.456,.469,.354,.767,.527,47.546
Rk,Season,Team,W,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%
801,1996-97,LAC,36,82,36,46,.439,19930,2989,6696,2515,5357,474,1339,1517,2074,1092,2242,3334,1662,733,441,1311,1964,7969,.446,.469,.354,.731,.524,48.178
802,1995-96,GSW,36,82,36,46,.439,19755,3056,6700,2609,5501,447,1199,1775,2340,1173,2285,3458,1889,706,470,1343,1835,8334,.456,.474,.373,.759,.539,48.948
803,1994-95,DAL,36,82,36,46,.439,19930,3227,7342,2841,6142,386,1200,1622,2210,1514,2433,3947,1941,579,348,1345,1811,8462,.440,.463,.322,.734,.509,46.581
804,1992-93,DEN,36,82,36,46,.439,19830,3352,7282,3214,6828,138,454,1784,2360,1266,2564,3830,1735,651,565,1413,2039,8626,.460,.471,.304,.756,.518,46.979
805,1992-93,MIA,36,82,36,46,.439,20005,3127,6850,2794,5910,333,940,1908,2476,1134,2384,3518,1688,609,350,1287,2011,8495,.456,.473,.354,.771,.535,48.080
806,1987-88,PHI,36,82,36,46,.439,19905,3214,6785,3062,6314,152,471,2087,2731,1219,2307,3526,1897,672,465,1433,1866,8667,.474,.485,.323,.764,.543,48.489
807,1986-87,PHO,36,82,36,46,.439,19855,3575,7190,3514,6938,61,252,1900,2499,1113,2366,3479,2354,703,397,1498,2047,9111,.497,.506,.242,.760,.550,50.146
808,1984-85,CLE,36,82,36,46,.439,19780,3470,7364,3374,7029,96,335,1867,2491,1203,2445,3648,2096,622,472,1387,2173,8903,.471,.480,.287,.749,.526,47.773
809,1984-85,PHO,36,82,36,46,.439,19805,3507,7144,3420,6837,87,307,1757,2280,1026,2425,3451,2335,727,349,1583,2034,8858,.491,.500,.283,.771,.544,49.699
810,1980-81,SDC,36,82,36,46,.439,19730,3477,7283,3345,6876,132,407,1651,2246,1169,2144,3313,2098,764,292,1407,2078,8737,.477,.486,.324,.735,.528,48.648
811,2022-23,IND,35,82,35,47,.427,19755,3444,7345,2332,4315,1112,3030,1535,1944,832,2575,3407,2213,631,478,1225,1741,9535,.469,.540,.367,.790,.581,54.459
812,2022-23,WAS,35,82,35,47,.427,19755,3456,7127,2531,4526,925,2601,1442,1838,774,2804,3578,2083,561,424,1158,1539,9279,.485,.559,.356,.785,.585,54.981
813,2021-22,WAS,35,82,35,47,.427,19830,3327,7056,2467,4544,860,2512,1393,1778,737,2798,3535,2052,522,406,1077,1545,8907,.472,.543,.342,.783,.568,53.245
814,2019-20,BRK,35,72,35,37,.486,17480,2908,6498,1967,3752,941,2746,1291,1732,766,2683,3449,1761,464,323,1099,1510,8048,.448,.524,.343,.745,.554,51.993
815,2019-20,POR,35,74,35,39,.473,17835,3122,6749,2170,4224,952,2525,1312,1632,754,2599,3353,1525,465,451,946,1606,8508,.463,.514,.377,.804,.570,53.312
816,2017-18,LAL,35,82,35,47,.427,19905,3338,7248,2516,4864,822,2384,1364,1910,876,2927,3803,1949,633,388,1295,1736,8862,.461,.517,.345,.714,.548,51.725
817,2015-16,ORL,35,82,35,47,.427,19905,3242,7120,2606,5302,636,1818,1249,1649,843,2709,3552,1933,673,417,1155,1701,8369,.455,.492,.350,.757,.533,50.000
818,2011-12,PHI,35,66,35,31,.530,15915,2471,5516,2122,4553,349,963,889,1198,704,2144,2848,1453,526,340,738,1157,6180,.448,.466,.362,.742,.511,47.960
819,2010-11,MIL,35,82,35,47,.427,19830,2814,6544,2331,5130,483,1414,1423,1881,862,2480,3342,1545,617,399,1103,1682,7534,.430,.454,.342,.757,.511,46.692
820,2008-09,CHA,35,82,35,47,.427,19930,2866,6299,2376,4960,490,1339,1455,1965,886,2366,3252,1741,580,397,1279,1754,7677,.455,.479,.366,.740,.536,49.389
821,2006-07,IND,35,82,35,47,.427,19780,2872,6561,2391,5172,481,1389,1615,2125,990,2441,3431,1680,599,447,1335,1912,7840,.438,.462,.346,.760,.523,47.439
822,2006-07,PHI,35,82,35,47,.427,19880,2932,6408,2648,5585,284,823,1637,2135,899,2353,3252,1669,590,390,1258,1671,7785,.458,.474,.345,.767,.530,47.971
823,2005-06,SEA,35,82,35,47,.427,19830,3077,6711,2472,5080,605,1631,1652,2104,1013,2233,3246,1696,622,306,1208,1933,8411,.459,.487,.371,.785,.551,50.358
824,2003-04,CLE,35,82,35,47,.427,19855,2922,6753,2675,5967,247,786,1528,2030,1118,2619,3737,1808,585,537,1216,1743,7619,.433,.448,.314,.753,.498,45.098
825,2002-03,ATL,35,82,35,47,.427,19905,2859,6434,2457,5293,402,1141,1594,2011,937,2558,3495,1679,611,473,1367,1783,7714,.444,.464,.352,.793,.527,47.560
826,1999-00,BOS,35,82,35,47,.427,19730,3054,6880,2637,5620,417,1260,1621,2175,1108,2420,3528,1741,795,286,1259,2223,8146,.444,.469,.331,.745,.520,47.420
827,1999-00,DEN,35,82,35,47,.427,19855,3057,6911,2587,5514,470,1397,1531,2116,1073,2590,3663,1911,554,618,1281,1962,8115,.442,.469,.336,.724,.517,47.634
828,1998-99,POR,35,50,35,15,.700,12175,1747,3956,1501,3281,246,675,1002,1349,646,1570,2216,1073,411,290,771,1126,4742,.442,.457,.364,.743,.521,47.270
829,1995-96,DEN,35,82,35,47,.427,19830,3001,6657,2604,5509,397,1148,1614,2173,1057,2487,3544,1851,521,597,1265,1882,8013,.451,.473,.346,.743,.526,48.062
830,1994-95,BOS,35,82,35,47,.427,19805,3179,6847,2817,5863,362,984,1708,2268,1156,2320,3476,1783,612,361,1305,1975,8428,.464,.480,.368,.753,.537,49.073
831,1991-92,PHI,35,82,35,47,.427,19755,3187,6761,2960,6081,227,680,1757,2267,1058,2309,3367,1755,692,482,1238,1582,8358,.471,.487,.334,.775,.539,48.817
832,1985-86,SAS,35,82,35,47,.427,19805,3596,7104,3550,6908,46,196,1882,2523,1069,2413,3482,2260,800,390,1624,2115,9120,.506,.514,.235,.746,.555,50.943
833,1983-84,WSB,35,82,35,47,.427,19905,3344,6907,3273,6625,71,282,1664,2201,1027,2387,3414,2192,556,320,1448,1989,8423,.484,.494,.252,.756,.535,48.929
834,1981-82,IND,35,82,35,47,.427,19830,3332,7164,3229,6848,103,316,1612,2176,1141,2372,3513,1897,753,494,1393,2041,8379,.465,.472,.326,.741,.516,47.229
835,1979-80,SDC,35,82,35,47,.427,19755,3524,7494,3347,6951,177,543,1595,2167,1294,2308,3602,1688,664,288,1443,1896,8820,.470,.482,.326,.736,.522,48.205
836,2022-23,ORL,34,82,34,48,.415,19780,3323,7074,2440,4523,883,2551,1607,2050,833,2713,3546,1906,603,382,1236,1652,9136,.470,.539,.346,.784,.573,53.216
837,2021-22,SAS,34,82,34,48,.415,19805,3546,7601,2621,4975,925,2626,1262,1673,901,2815,3716,2289,626,403,1042,1483,9279,.467,.527,.352,.754,.556,52.736
838,2020-21,IND,34,72,34,38,.472,17455,3115,6567,2226,4122,889,2445,1183,1493,648,2424,3072,1973,611,460,975,1453,8302,.474,.540,.364,.792,.575,54.203
839,2020-21,WAS,34,72,34,38,.472,17405,3108,6547,2375,4459,733,2088,1449,1884,697,2557,3254,1835,528,297,1037,1555,8398,.475,.533,.351,.769,.569,53.070
840,2019-20,MEM,34,73,34,39,.466,17570,3106,6634,2308,4337,798,2297,1212,1589,754,2643,3397,1965,576,398,1113,1546,8222,.468,.532,.347,.763,.561,52.834
841,2019-20,PHO,34,73,34,39,.466,17595,3006,6429,2175,4109,831,2320,1451,1740,712,2465,3177,1987,559,290,1077,1609,8294,.468,.529,.358,.834,.576,53.220
842,2016-17,NOP,34,82,34,48,.415,19905,3210,7130,2442,4934,768,2196,1368,1825,703,2879,3582,1869,638,453,1054,1490,8556,.450,.495,.350,.750,.539,50.407
843,2013-14,NOP,34,82,34,48,.415,19855,3101,6761,2615,5458,486,1303,1489,1936,933,2486,3419,1745,647,523,1129,1857,8177,.459,.479,.373,.769,.537,49.460
844,2012-13,PHI,34,82,34,48,.415,19755,3059,6895,2541,5457,518,1438,1004,1377,896,2493,3389,1867,609,384,1070,1505,7640,.444,.466,.360,.729,.509,48.122
845,2012-13,TOR,34,82,34,48,.415,19980,2979,6685,2408,5020,571,1665,1442,1831,871,2426,3297,1765,595,392,1124,1836,7971,.446,.480,.343,.788,.532,48.833
846,2011-12,HOU,34,66,34,32,.515,16065,2489,5543,2011,4213,478,1330,1018,1301,769,2014,2783,1404,496,319,955,1347,6474,.449,.477,.359,.782,.529,49.215
847,2010-11,CHA,34,82,34,48,.415,19805,2873,6365,2480,5162,393,1203,1511,1999,848,2444,3292,1728,524,433,1192,1637,7650,.451,.480,.327,.756,.528,48.225
848,2008-09,MIL,34,82,34,48,.415,19780,3009,6755,2498,5347,511,1408,1613,2067,973,2367,3340,1802,609,308,1154,1986,8142,.445,.467,.363,.780,.531,48.327
849,2008-09,NJN,34,82,34,48,.415,19830,2925,6536,2273,4801,652,1735,1542,1980,850,2415,3265,1636,559,391,1075,1838,8044,.448,.473,.376,.779,.543,49.740
850,2007-08,NJN,34,82,34,48,.415,19830,2856,6450,2358,5020,498,1430,1647,2237,913,2520,3433,1925,521,390,1229,1855,7857,.443,.470,.348,.736,.528,48.140
851,2005-06,GSW,34,82,34,48,.415,19830,2939,6785,2314,4953,625,1832,1573,2190,980,2485,3465,1694,604,357,1156,1941,8076,.433,.467,.341,.718,.521,47.922
852,2005-06,HOU,34,82,34,48,.415,19830,2708,6252,2239,4838,469,1414,1502,1980,849,2565,3414,1580,588,320,1193,1863,7387,.433,.463,.332,.759,.519,47.065
853,2004-05,GSW,34,82,34,48,.415,19905,3029,7039,2405,5265,624,1774,1412,1955,1069,2436,3505,1811,642,420,1112,1833,8094,.430,.457,.352,.722,.512,47.464
854,2004-05,LAL,34,82,34,48,.415,19780,2895,6629,2251,4816,644,1813,1661,2137,1028,2511,3539,1672,508,344,1176,1794,8095,.437,.467,.355,.777,.535,48.529
855,1999-00,HOU,34,82,34,48,.415,19830,3001,6664,2420,5039,581,1625,1573,2145,1008,2586,3594,1774,613,438,1425,1663,8156,.450,.480,.358,.733,.536,49.392
856,1996-97,SAC,34,82,34,48,.415,19855,3000,6611,2586,5553,414,1058,1494,2067,1100,2307,3407,1799,588,362,1332,1946,7908,.454,.466,.391,.723,.526,48.510
857,1994-95,MIL,34,82,34,48,.415,19855,3022,6586,2528,5237,494,1349,1608,2259,1063,2187,3250,1737,674,359,1393,1858,8146,.459,.483,.366,.712,.537,49.636
858,1992-93,GSW,34,82,34,48,.415,19905,3474,7212,3176,6360,298,852,1768,2465,1219,2384,3603,2010,693,383,1451,2056,9014,.482,.499,.350,.717,.543,50.236
859,1984-85,ATL,34,82,34,48,.415,19855,3444,7119,3371,6884,73,235,1782,2371,1161,2345,3506,2009,665,541,1475,2047,8743,.484,.490,.311,.752,.536,48.890
860,1981-82,CHI,34,82,34,48,.415,19880,3369,6728,3315,6515,54,213,1951,2545,1125,2525,3650,2043,580,483,1636,2008,8743,.501,.509,.254,.767,.557,50.476
861,1980-81,SEA,34,82,34,48,.415,19780,3343,7145,3311,7028,32,117,1813,2376,1167,2434,3601,1945,628,438,1524,1986,8531,.468,.471,.274,.763,.521,47.012
862,1979-80,NJN,34,82,34,48,.415,19805,3456,7504,3371,7206,85,298,1882,2406,1229,2535,3764,2094,869,581,1702,2181,8879,.461,.468,.285,.782,.518,46.622
863,2022-23,POR,33,82,33,49,.402,19730,3317,7001,2261,4108,1056,2893,1609,2021,774,2551,3325,1981,553,376,1185,1643,9299,.474,.550,.365,.796,.589,54.921
864,2021-22,LAL,33,82,33,49,.402,19980,3415,7279,2433,4453,982,2826,1380,1884,782,2826,3608,1968,626,425,1191,1654,9192,.469,.546,.347,.732,.567,53.661
865,2020-21,CHO,33,72,33,39,.458,17355,2875,6324,1890,3658,985,2666,1146,1505,762,2389,3151,1933,565,344,1069,1298,7881,.455,.517,.369,.761,.564,53.250
866,2020-21,SAS,33,72,33,39,.458,17480,3014,6518,2298,4472,716,2046,1254,1584,669,2489,3158,1759,505,366,821,1293,7998,.462,.514,.350,.792,.554,51.734
867,2019-20,ORL,33,73,33,40,.452,17570,2871,6468,2064,4114,807,2354,1282,1656,751,2498,3249,1747,599,396,937,1336,7831,.444,.502,.343,.774,.544,50.626
868,2018-19,DAL,33,82,33,49,.402,19780,3182,7122,2160,4120,1022,3002,1541,2076,832,2884,3716,1918,533,351,1167,1650,8927,.447,.524,.340,.742,.555,51.853
869,2018-19,MEM,33,82,33,49,.402,19880,3113,6924,2302,4556,811,2368,1453,1882,723,2703,3426,1963,684,448,1147,1801,8490,.450,.505,.342,.772,.548,50.816
870,2018-19,NOP,33,82,33,49,.402,19755,3581,7563,2739,5114,842,2449,1462,1921,909,2969,3878,2216,610,441,1215,1732,9466,.473,.536,.344,.761,.563,52.916
871,2016-17,DAL,33,82,33,49,.402,19780,2968,6750,2090,4277,878,2473,1215,1516,647,2516,3163,1705,614,307,972,1567,8029,.440,.489,.355,.801,.541,50.474
872,2015-16,DEN,33,82,33,49,.402,19830,3093,7003,2437,5060,656,1943,1513,1974,941,2718,3659,1858,609,395,1202,1723,8355,.442,.482,.338,.766,.531,48.850
873,2015-16,MIL,33,82,33,49,.402,19830,3145,6740,2705,5463,440,1277,1392,1863,858,2559,3417,1895,672,475,1247,1695,8122,.467,.495,.345,.747,.537,49.926
874,2015-16,SAC,33,82,33,49,.402,19805,3283,7083,2623,5244,660,1839,1514,2089,868,2760,3628,2009,733,368,1326,1676,8740,.464,.500,.359,.725,.546,51.009
875,2014-15,CHO,33,82,33,49,.402,19905,2913,6932,2415,5366,498,1566,1397,1867,820,2793,3613,1654,499,448,976,1494,7721,.420,.450,.318,.748,.498,45.615
876,2013-14,CLE,33,82,33,49,.402,19930,3036,6955,2452,5315,584,1640,1398,1861,989,2629,3618,1738,579,304,1163,1640,8054,.437,.461,.356,.751,.518,47.850
877,2012-13,POR,33,82,33,49,.402,19855,3009,6715,2336,4811,673,1904,1304,1680,874,2474,3348,1784,538,353,1203,1518,7995,.448,.486,.353,.776,.536,49.821
878,2011-12,PHO,33,66,33,33,.500,15840,2495,5445,2051,4150,444,1295,1058,1397,717,2035,2752,1486,431,366,928,1233,6492,.458,.494,.343,.757,.536,49.899
879,2008-09,TOR,33,82,33,49,.402,19805,3054,6673,2575,5384,479,1289,1534,1861,802,2513,3315,1835,523,390,1098,1593,8121,.458,.478,.372,.824,.542,49.356
880,2007-08,CHI,33,82,33,49,.402,19805,2987,6861,2513,5556,474,1305,1533,2029,1050,2478,3528,1811,635,429,1197,1784,7981,.435,.452,.363,.756,.515,46.990
881,2006-07,CHA,33,82,33,49,.402,20005,2960,6643,2503,5363,457,1280,1568,2136,920,2346,3266,1836,638,369,1224,1985,7945,.446,.467,.357,.734,.524,47.998
882,2006-07,NYK,33,82,33,49,.402,20005,2903,6356,2429,4986,474,1370,1714,2396,1032,2516,3548,1532,543,260,1405,1932,7994,.457,.487,.346,.715,.539,49.402
883,2006-07,SAC,33,82,33,49,.402,19805,2941,6532,2411,5019,530,1513,1891,2473,797,2396,3193,1665,671,265,1194,1792,8303,.450,.480,.350,.765,.545,49.081
884,2005-06,BOS,33,82,33,49,.402,19880,2951,6322,2484,5032,467,1290,1664,2204,813,2432,3245,1716,578,422,1359,2033,8033,.467,.494,.362,.755,.551,50.372
885,2005-06,MIN,33,82,33,49,.402,19855,2888,6340,2578,5398,310,942,1436,1895,811,2422,3233,1716,559,471,1189,1889,7522,.456,.478,.329,.758,.524,47.997
886,2004-05,NYK,33,82,33,49,.402,19880,2978,6599,2537,5359,441,1240,1580,2060,965,2393,3358,1665,629,260,1204,1942,7977,.451,.473,.356,.767,.531,48.469
887,2004-05,TOR,33,82,33,49,.402,19805,2952,6656,2304,4975,648,1681,1626,2101,844,2444,3288,1670,621,317,1087,1876,8178,.444,.463,.385,.774,.539,49.219
888,2003-04,PHI,33,82,33,49,.402,19855,2682,6260,2343,5268,339,992,1512,2009,941,2408,3349,1640,654,358,1307,1701,7215,.428,.445,.342,.753,.505,45.551
889,2003-04,TOR,33,82,33,49,.402,19980,2654,6348,2193,5054,461,1294,1237,1650,830,2419,3249,1574,604,402,1164,1748,7006,.418,.434,.356,.750,.495,45.440
890,2001-02,ATL,33,82,33,49,.402,19780,2901,6610,2478,5416,423,1194,1486,1942,955,2445,3400,1656,667,350,1275,1702,7711,.439,.458,.354,.765,.517,47.088
891,1998-99,IND,33,50,33,17,.660,12100,1731,3866,1437,3067,294,799,977,1228,574,1452,2026,1005,316,223,649,1082,4733,.448,.469,.368,.796,.537,48.577
892,1998-99,MIA,33,50,33,17,.660,12025,1616,3565,1327,2761,289,804,928,1262,503,1512,2015,1019,327,304,744,1035,4449,.453,.481,.359,.735,.540,49.383
893,1998-99,ORL,33,50,33,17,.660,12050,1687,3943,1464,3268,223,675,876,1252,688,1445,2133,1067,496,213,819,935,4473,.428,.448,.330,.700,.498,45.612
894,1996-97,MIL,33,82,33,49,.402,19730,2967,6303,2643,5383,324,920,1560,2104,955,2263,3218,1610,632,348,1285,1892,7818,.471,.491,.352,.741,.541,49.643
