Rk,Player,WS,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,-9999
186,Dirk Nowitzki,10.9,2013-14,35,DAL,80,80,1,32.9,7.9,15.9,6.3,11.8,1.6,4.1,4.2,4.7,0.5,5.7,6.2,2.7,0.9,0.6,1.5,2.1,21.7,.497,.532,.398,.899,.603,54.870,F-C,nowitdi01
187,Al Horford,10.9,2009-10,23,ATL,81,81,1,35.1,5.8,10.5,5.8,10.4,0.0,0.0,2.6,3.3,2.9,7.0,9.9,2.3,0.7,1.1,1.5,2.8,14.2,.551,.551,1.000,.789,.594,55.195,C-F,horfoal01
188,Gilbert Arenas,10.8,2006-07,25,WAS,74,73,1,39.8,8.7,20.9,6.0,13.0,2.8,7.9,8.2,9.7,0.8,3.7,4.6,6.0,1.9,0.2,3.2,3.4,28.4,.418,.459,.351,.844,.565,48.417,G,arenagi01
189,Tim Duncan,10.8,2005-06,29,SAS,80,80,1,34.8,7.2,14.8,7.2,14.8,0.0,0.1,4.2,6.7,2.9,8.1,11.0,3.2,0.9,2.0,2.5,2.7,18.6,.484,.485,.400,.629,.523,48.523,F-C,duncati01
190,Gary Payton,10.8,2000-01,32,SEA,79,79,1,41.1,9.2,20.1,7.9,16.7,1.3,3.4,3.4,4.5,0.9,3.6,4.6,8.1,1.6,0.3,2.6,2.3,23.1,.456,.472,.375,.766,.522,48.774,G,paytoga01
191,Paul George,10.8,2013-14,23,IND,80,80,1,36.2,7.2,17.0,4.9,10.8,2.3,6.3,5.0,5.8,0.8,6.0,6.8,3.5,1.9,0.3,2.8,2.5,21.7,.424,.458,.364,.864,.555,49.046,F-G,georgpa01
192,Ray Allen,10.7,2004-05,29,SEA,78,78,1,39.3,8.2,19.2,5.5,12.0,2.7,7.1,4.8,5.5,1.0,3.4,4.4,3.7,1.1,0.1,2.2,2.1,23.9,.428,.459,.376,.883,.555,49.833,G,allenra02
193,Rudy Gobert,10.7,2019-20,27,UTA,68,68,1,34.3,5.7,8.2,5.7,8.2,0.0,0.0,3.7,5.9,3.4,10.1,13.5,1.5,0.8,2.0,1.9,3.2,15.1,.693,.693,,.630,.699,69.300,C,goberru01
194,Amar'e Stoudemire,10.7,2009-10,27,PHO,82,82,1,34.6,8.6,15.4,8.6,15.3,0.0,0.1,5.9,7.7,2.8,6.1,8.9,1.0,0.6,1.0,2.6,3.4,23.1,.557,.559,.167,.771,.615,55.736,F-C,stoudam01
195,Kobe Bryant,10.7,2003-04,25,LAL,65,64,1,37.6,7.9,18.1,6.8,14.8,1.1,3.3,7.0,8.2,1.6,3.9,5.5,5.1,1.7,0.4,2.6,2.7,24.0,.438,.463,.327,.852,.551,46.817,G-F,bryanko01
196,Yao Ming,10.7,2004-05,24,HOU,80,80,1,30.6,6.7,12.2,6.7,12.2,0.0,0.0,4.9,6.2,2.6,5.8,8.4,0.8,0.4,2.0,2.5,3.7,18.3,.552,.552,,.783,.614,55.179,C,mingya01
197,Carmelo Anthony,10.7,2013-14,29,NYK,77,77,1,38.7,9.6,21.3,7.5,15.9,2.2,5.4,6.0,7.0,1.9,6.2,8.1,3.1,1.2,0.7,2.6,2.9,27.4,.452,.469,.402,.848,.561,50.304,F,anthoca01
198,Kevin Garnett,10.7,2006-07,30,MIN,76,76,1,39.4,8.4,17.6,8.2,16.9,0.2,0.7,5.5,6.6,2.4,10.4,12.8,4.1,1.2,1.7,2.7,2.4,22.4,.476,.487,.214,.835,.546,48.024,F-C,garneke01
199,Russell Westbrook,10.6,2014-15,26,OKC,67,67,1,34.4,9.4,22.0,8.1,17.7,1.3,4.3,8.1,9.8,1.9,5.4,7.3,8.6,2.1,0.2,4.4,2.7,28.1,.426,.457,.299,.835,.536,45.547,G,westbru01
200,Allen Iverson,10.6,2005-06,30,PHI,72,72,1,43.1,11.3,25.3,10.3,22.2,1.0,3.1,9.4,11.5,0.6,2.6,3.2,7.4,1.9,0.1,3.4,1.7,33.0,.447,.465,.323,.814,.543,46.707,G,iversal01
201,Blake Griffin,10.6,2012-13,23,LAC,80,80,1,32.5,7.2,13.4,7.2,13.1,0.1,0.4,3.5,5.3,2.3,6.0,8.3,3.7,1.2,0.6,2.3,2.9,18.0,.538,.548,.179,.660,.572,54.058,F-C,griffbl01
202,Damian Lillard,10.6,2014-15,24,POR,82,82,1,35.7,7.2,16.6,4.8,9.6,2.4,7.0,4.2,4.9,0.6,4.0,4.6,6.2,1.2,0.3,2.7,2.0,21.0,.434,.500,.343,.864,.560,50.588,G,lillada01
203,Yao Ming,10.6,2008-09,28,HOU,77,77,1,33.6,7.4,13.4,7.3,13.4,0.0,0.0,4.9,5.7,2.6,7.2,9.9,1.8,0.4,1.9,3.0,3.3,19.7,.548,.548,1.000,.866,.618,54.893,C,mingya01
204,Ben Wallace,10.6,2002-03,28,DET,73,73,1,39.4,2.9,6.0,2.9,5.9,0.0,0.1,1.2,2.6,4.0,11.4,15.4,1.6,1.4,3.2,1.2,2.5,6.9,.481,.485,.167,.450,.486,48.169,F-C,wallabe01
205,Jermaine O'Neal,10.5,2002-03,24,IND,77,76,1,37.2,7.9,16.4,7.8,16.1,0.1,0.3,4.8,6.6,2.6,7.7,10.3,2.0,0.9,2.3,2.3,3.6,20.8,.484,.487,.333,.731,.539,48.690,C-F,onealje01
206,Jayson Tatum,10.5,2022-23,24,BOS,74,74,1,36.9,9.8,21.1,6.6,11.8,3.2,9.3,7.2,8.4,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,.466,.558,.350,.854,.607,54.330,F,tatumja01
207,Vince Carter,10.5,2006-07,30,NJN,82,82,1,38.1,8.9,19.5,7.0,14.2,1.9,5.3,5.6,7.0,1.4,4.6,6.0,4.8,1.0,0.4,2.6,3.2,25.2,.454,.491,.357,.802,.559,50.313,G-F,cartevi01
208,Steve Nash,10.5,2007-08,33,PHO,81,81,1,34.3,6.0,11.9,3.8,7.2,2.2,4.7,2.7,3.0,0.3,3.1,3.5,11.1,0.7,0.1,3.6,1.4,16.9,.504,.527,.470,.906,.641,59.719,G,nashst01
209,Karl-Anthony Towns,10.4,2018-19,23,MIN,77,77,1,33.1,8.8,17.1,7.0,12.5,1.8,4.6,4.9,5.8,3.4,9.0,12.4,3.4,0.9,1.6,3.1,3.8,24.4,.518,.562,.400,.836,.622,57.230,C-F,townska01
210,Damian Lillard,10.4,2020-21,30,POR,67,67,1,35.8,9.0,19.9,4.9,9.4,4.1,10.5,6.7,7.2,0.5,3.7,4.2,7.5,0.9,0.3,3.0,1.5,28.8,.451,.519,.391,.928,.623,55.435,G,lillada01
211,Pau Gasol,10.4,2014-15,34,CHI,78,78,1,34.4,7.3,14.8,7.2,14.4,0.2,0.3,3.8,4.7,2.8,9.0,11.8,2.7,0.3,1.9,2.0,1.9,18.5,.494,.495,.462,.803,.550,49.957,C-F,gasolpa01
212,Jayson Tatum,10.4,2023-24,25,BOS,74,74,1,35.7,9.1,19.3,6.0,11.0,3.1,8.2,5.6,6.7,0.9,7.2,8.1,4.9,1.0,0.6,2.5,2.0,26.9,.471,.542,.376,.833,.604,55.154,F,tatumja01
213,Kevin Durant,10.4,2017-18,29,GSW,68,68,1,34.2,9.3,18.0,6.7,11.9,2.5,6.1,5.3,5.9,0.5,6.4,6.8,5.4,0.7,1.8,3.0,2.0,26.4,.516,.565,.419,.889,.640,58.633,F-G,duranke01
214,Gordon Hayward,10.4,2016-17,26,UTA,73,73,1,34.5,7.5,15.8,5.4,10.7,2.0,5.1,5.0,5.9,0.7,4.7,5.4,3.5,1.0,0.3,1.9,1.6,21.9,.471,.506,.398,.844,.595,53.590,F-G,haywago01
215,Anthony Davis,10.4,2013-14,20,NOP,67,66,1,35.2,7.8,15.0,7.8,14.9,0.0,0.1,5.2,6.6,3.1,7.0,10.0,1.6,1.3,2.8,1.6,3.0,20.8,.519,.522,.222,.791,.582,52.040,F-C,davisan02
216,Kyrie Irving,10.4,2014-15,22,CLE,75,75,1,36.4,7.7,16.5,5.6,11.4,2.1,5.0,4.2,4.9,0.7,2.4,3.2,5.2,1.5,0.3,2.5,1.9,21.7,.468,.491,.415,.863,.583,53.158,G,irvinky01
217,LeBron James,10.4,2014-15,30,CLE,69,69,1,36.1,9.0,18.5,7.3,13.6,1.7,4.9,5.4,7.7,0.7,5.3,6.0,7.4,1.6,0.7,3.9,2.0,25.3,.488,.536,.354,.710,.577,53.479,F-G,jamesle01
218,Paul Pierce,10.3,2008-09,31,BOS,81,81,1,37.5,6.7,14.6,5.2,10.8,1.5,3.8,5.7,6.8,0.7,5.0,5.6,3.6,1.0,0.3,2.8,2.7,20.5,.457,.480,.391,.830,.582,50.762,F-G,piercpa01
219,Deron Williams,10.3,2009-10,25,UTA,76,76,1,36.9,6.5,13.9,5.2,10.4,1.3,3.4,4.4,5.5,0.7,3.3,4.0,10.5,1.3,0.2,3.3,2.7,18.7,.469,.501,.371,.801,.574,51.472,G,willide01
220,Kobe Bryant,10.3,2010-11,32,LAL,82,82,1,33.9,9.0,20.0,7.6,15.6,1.4,4.3,5.9,7.1,1.0,4.1,5.1,4.7,1.2,0.1,3.0,2.1,25.3,.451,.487,.323,.828,.548,48.658,G-F,bryanko01
221,Chris Bosh,10.3,2010-11,26,MIA,77,77,1,36.3,6.8,13.7,6.7,13.4,0.1,0.3,5.0,6.1,1.8,6.5,8.3,1.9,0.8,0.6,1.8,2.2,18.7,.496,.502,.240,.815,.569,49.905,F-C,boshch01
222,Andre Drummond,10.3,2017-18,24,DET,78,78,1,33.7,6.0,11.3,6.0,11.2,0.0,0.1,3.1,5.1,5.1,10.9,16.0,3.0,1.5,1.6,2.6,3.2,15.0,.529,.536,.000,.605,.555,52.894,C,drumman01
223,Karl-Anthony Towns,10.3,2021-22,26,MIN,74,74,1,33.5,8.7,16.4,6.6,11.5,2.0,4.9,5.2,6.3,2.6,7.2,9.8,3.6,1.0,1.1,3.1,3.6,24.6,.529,.580,.410,.822,.640,59.061,C-F,townska01
224,David Lee,10.3,2009-10,26,NYK,81,81,1,37.3,8.5,15.5,8.5,15.4,0.0,0.1,3.3,4.1,2.8,8.9,11.7,3.6,1.0,0.5,2.3,3.2,20.2,.545,.549,.000,.812,.584,54.531,F-C,leeda02
225,Giannis Antetokounmpo,10.2,2020-21,26,MIL,61,61,1,33.0,10.3,18.0,9.2,14.4,1.1,3.6,6.5,9.5,1.6,9.4,11.0,5.9,1.2,1.2,3.4,2.8,28.1,.569,.636,.303,.685,.633,59.955,F-G,antetgi01
226,Carlos Boozer,10.2,2007-08,26,UTA,81,81,1,34.9,8.8,16.0,8.8,16.0,0.0,0.0,3.6,4.9,2.4,8.0,10.4,2.9,1.2,0.5,2.6,3.6,21.1,.547,.547,.000,.738,.581,54.665,F-C,boozeca01
227,Marc Gasol,10.2,2014-15,30,MEM,81,81,1,33.2,6.5,13.2,6.5,13.0,0.0,0.2,4.3,5.4,1.4,6.4,7.8,3.8,0.9,1.6,2.2,2.6,17.4,.494,.500,.176,.795,.558,49.580,C,gasolma01
228,Ben Wallace,10.2,2003-04,29,DET,81,81,1,37.7,3.9,9.2,3.9,9.1,0.0,0.1,1.8,3.6,4.0,8.4,12.4,1.7,1.8,3.0,1.5,2.0,9.5,.421,.424,.125,.490,.441,42.179,F-C,wallabe01
229,Kyle Lowry,10.2,2017-18,31,TOR,78,78,1,32.2,5.2,12.1,2.1,4.5,3.1,7.6,2.9,3.3,0.8,4.7,5.6,6.9,1.1,0.2,2.3,2.5,16.2,.427,.474,.399,.854,.598,55.297,G,lowryky01
230,Luka Dončić,10.2,2022-23,23,DAL,66,66,1,36.2,10.9,22.0,8.1,13.8,2.8,8.2,7.8,10.5,0.8,7.8,8.6,8.0,1.4,0.5,3.6,2.5,32.4,.496,.588,.342,.742,.609,56.004,G-F,doncilu01
231,Peja Stojaković,10.1,2002-03,25,SAC,72,72,1,34.0,6.9,14.4,4.8,8.7,2.2,5.6,3.2,3.7,0.8,4.7,5.5,2.0,1.0,0.1,1.4,2.0,19.2,.481,.545,.382,.875,.600,55.561,F,stojape01
232,Chauncey Billups,10.1,2008-09,32,DENDET,79,79,1,35.3,5.2,12.4,3.1,7.4,2.1,5.0,5.3,5.8,0.4,2.6,3.0,6.4,1.2,0.2,2.2,2.0,17.7,.418,.425,.408,.913,.592,50.102,G,billuch01
233,Ben Wallace,10.1,2005-06,31,DET,82,82,1,35.2,2.9,5.7,2.9,5.6,0.0,0.0,1.5,3.6,3.7,7.6,11.3,1.9,1.8,2.2,1.1,2.0,7.3,.510,.514,.000,.416,.501,50.968,F-C,wallabe01
234,Chris Bosh,10.1,2007-08,23,TOR,67,67,1,36.2,7.6,15.3,7.4,15.0,0.1,0.4,7.0,8.3,2.6,6.1,8.7,2.6,0.9,1.0,2.3,2.3,22.3,.494,.496,.400,.844,.588,49.854,F-C,boshch01
235,LaMarcus Aldridge,10.1,2015-16,30,SAS,74,74,1,30.6,7.2,14.1,7.2,13.9,0.0,0.2,3.5,4.1,2.4,6.2,8.5,1.5,0.5,1.1,1.3,2.0,18.0,.513,.521,.000,.858,.565,51.292,F-C,aldrila01
236,Paul Millsap,10.1,2015-16,30,ATL,81,81,1,32.7,6.2,13.2,5.3,10.3,0.9,2.9,3.8,5.0,2.4,6.6,9.0,3.3,1.8,1.7,2.4,2.9,17.1,.470,.512,.319,.757,.556,50.469,F,millspa01
237,Paul Pierce,10.1,2002-03,25,BOS,79,79,1,39.2,8.4,20.2,6.9,15.2,1.5,4.9,7.6,9.5,1.3,6.0,7.3,4.4,1.8,0.8,3.6,2.9,25.9,.416,.454,.302,.802,.532,45.352,F-G,piercpa01
238,Kyle Lowry,10.1,2016-17,30,TOR,60,60,1,37.4,7.1,15.3,3.9,7.5,3.2,7.8,5.0,6.1,0.8,4.0,4.8,7.0,1.5,0.3,2.9,2.8,22.4,.464,.518,.412,.819,.623,56.917,G,lowryky01
239,Al Horford,10.1,2010-11,24,ATL,77,77,1,35.1,6.7,12.0,6.6,11.9,0.0,0.1,1.9,2.4,2.4,7.0,9.3,3.5,0.8,1.0,1.5,2.5,15.3,.557,.557,.500,.798,.587,55.809,C-F,horfoal01
240,Nikola Vučević,10.1,2018-19,28,ORL,80,80,1,31.4,8.8,16.9,7.7,14.0,1.1,2.9,2.2,2.8,2.8,9.2,12.0,3.8,1.0,1.1,2.0,2.0,20.8,.518,.549,.364,.789,.573,54.874,C,vucevni01
241,Tim Duncan,10.1,2008-09,32,SAS,75,75,1,33.7,7.4,14.8,7.4,14.7,0.0,0.0,4.5,6.4,2.7,8.0,10.7,3.5,0.5,1.7,2.2,2.3,19.3,.504,.505,.000,.692,.549,50.407,F-C,duncati01
242,Russell Westbrook,10.1,2017-18,29,OKC,80,80,1,36.4,9.5,21.1,8.3,17.0,1.2,4.1,5.2,7.1,1.9,8.2,10.1,10.3,1.8,0.3,4.8,2.5,25.4,.449,.485,.298,.737,.524,47.747,G,westbru01
243,Brad Miller,10.0,2003-04,27,SAC,72,53,1,36.4,5.2,10.2,5.0,9.6,0.2,0.5,3.6,4.6,2.7,7.7,10.3,4.3,0.9,1.2,2.0,3.4,14.1,.510,.521,.316,.778,.579,51.847,C-F,millebr01
244,Trae Young,10.0,2021-22,23,ATL,76,76,1,34.9,9.4,20.3,6.3,12.3,3.1,8.0,6.6,7.3,0.7,3.1,3.7,9.7,0.9,0.1,4.0,1.7,28.4,.460,.512,.382,.904,.603,53.595,G,youngtr01
245,Kevin Love,10.0,2011-12,23,MIN,55,55,1,39.0,8.6,19.3,6.7,14.1,1.9,5.1,6.9,8.4,4.1,9.2,13.3,2.0,0.9,0.5,2.3,2.8,26.0,.448,.475,.372,.824,.568,49.717,F-C,loveke01
246,Ray Allen,10.0,2010-11,35,BOS,80,80,1,36.1,6.0,12.2,3.9,7.5,2.1,4.7,2.4,2.7,0.6,2.8,3.4,2.7,1.0,0.2,1.5,1.8,16.5,.491,.520,.444,.881,.615,57.669,G,allenra02
247,Peja Stojaković,9.9,2001-02,24,SAC,71,71,1,37.3,7.7,15.9,5.9,11.5,1.8,4.4,4.0,4.5,1.0,4.2,5.3,2.5,1.1,0.2,2.0,1.7,21.2,.484,.510,.416,.876,.592,54.115,F,stojape01
248,Steve Nash,9.9,2001-02,27,DAL,82,82,1,34.6,6.4,13.3,4.5,9.1,1.9,4.2,3.2,3.6,0.6,2.5,3.1,7.7,0.6,0.0,2.8,2.0,17.9,.483,.495,.455,.887,.602,55.423,G,nashst01
249,Steve Nash,9.9,2009-10,35,PHO,81,81,1,32.8,6.2,12.2,4.6,8.6,1.5,3.6,2.6,2.8,0.4,2.9,3.3,11.0,0.5,0.1,3.6,1.3,16.5,.507,.540,.426,.938,.615,56.954,G,nashst01
250,Shaquille O'Neal,9.9,2003-04,31,LAL,67,67,1,36.8,8.3,14.1,8.3,14.1,0.0,0.0,4.9,10.1,3.7,7.8,11.5,2.9,0.5,2.5,2.9,3.4,21.5,.584,.584,,.490,.578,58.439,C,onealsh01
251,Carlos Boozer,9.9,2006-07,25,UTA,74,74,1,34.6,8.7,15.6,8.7,15.6,0.0,0.0,3.4,5.0,3.2,8.5,11.7,3.0,0.9,0.3,2.6,2.9,20.9,.561,.561,,.685,.588,56.066,F-C,boozeca01
252,Manu Ginóbili,9.9,2010-11,33,SAS,80,79,1,30.3,5.5,12.7,3.6,7.2,1.9,5.5,4.5,5.1,0.5,3.2,3.7,4.9,1.5,0.4,2.2,2.0,17.4,.433,.497,.349,.871,.581,50.884,G,ginobma01
253,DeMar DeRozan,9.9,2015-16,26,TOR,78,78,1,35.9,7.9,17.7,7.3,15.9,0.6,1.8,7.1,8.4,0.8,3.7,4.5,4.0,1.0,0.3,2.2,2.1,23.5,.446,.458,.338,.850,.550,46.296,G-F,derozde01
254,Nikola Jokić,9.8,2019-20,24,DEN,73,73,1,32.0,7.7,14.7,6.6,11.2,1.1,3.5,3.4,4.1,2.3,7.5,9.7,7.0,1.2,0.6,3.1,3.0,19.9,.528,.594,.314,.817,.605,56.489,C-F,jokicni01
255,Blake Griffin,9.8,2010-11,21,LAC,82,82,1,38.0,8.5,16.8,8.4,16.5,0.1,0.3,5.4,8.5,3.3,8.8,12.1,3.8,0.8,0.5,2.7,3.1,22.5,.506,.510,.292,.642,.549,50.836,F-C,griffbl01
256,LeBron James,9.8,2019-20,35,LAL,67,67,1,34.6,9.6,19.4,7.4,13.1,2.2,6.3,3.9,5.7,1.0,6.9,7.8,10.2,1.2,0.5,3.9,1.8,25.3,.493,.564,.348,.693,.577,55.027,F-G,jamesle01
257,Karl Malone,9.8,2001-02,38,UTA,80,80,1,38.0,7.9,17.5,7.8,17.2,0.1,0.3,6.4,8.0,1.8,6.8,8.6,4.3,1.9,0.7,3.3,2.9,22.4,.454,.456,.360,.797,.532,45.711,F,malonka01
258,Chris Bosh,9.8,2005-06,21,TOR,70,70,1,39.3,7.8,15.5,7.8,15.3,0.0,0.2,6.8,8.3,2.9,6.3,9.2,2.6,0.7,1.1,2.2,3.0,22.5,.505,.511,.000,.816,.585,50.506,F-C,boshch01
259,Mo Williams,9.8,2008-09,26,CLE,81,81,1,35.0,6.5,13.9,4.2,8.7,2.3,5.2,2.6,2.8,0.6,2.9,3.4,4.1,0.9,0.1,2.2,2.7,17.8,.467,.486,.436,.912,.588,54.840,G,willima01
260,Isaiah Thomas,9.7,2015-16,26,BOS,82,79,1,32.2,7.2,16.9,5.2,11.2,2.0,5.7,5.8,6.6,0.6,2.4,3.0,6.2,1.1,0.1,2.7,2.0,22.2,.428,.462,.359,.871,.562,48.806,G,thomais02
261,Dwight Howard,9.7,2006-07,21,ORL,82,82,1,36.9,6.4,10.6,6.4,10.6,0.0,0.0,4.8,8.1,3.5,8.8,12.3,1.9,0.9,1.9,3.9,3.0,17.6,.603,.603,.500,.586,.619,60.309,C,howardw01
262,Chris Bosh,9.7,2008-09,24,TOR,77,77,1,38.0,8.0,16.4,7.8,15.8,0.2,0.6,6.5,8.0,2.8,7.2,10.0,2.5,0.9,1.0,2.3,2.5,22.7,.487,.497,.245,.817,.569,49.169,F-C,boshch01
263,Zach Randolph,9.7,2009-10,28,MEM,81,81,1,37.7,8.0,16.5,7.9,15.9,0.2,0.6,4.5,5.7,4.1,7.7,11.7,1.8,1.0,0.4,2.1,2.8,20.8,.488,.496,.288,.778,.546,49.364,F-C,randoza01
264,Ray Allen,9.7,2007-08,32,BOS,73,73,1,35.9,6.0,13.5,3.5,7.3,2.5,6.2,2.9,3.2,1.0,2.6,3.7,3.1,0.9,0.2,1.7,2.0,17.4,.445,.485,.398,.907,.584,53.651,G,allenra02
265,Stephen Curry,9.7,2018-19,30,GSW,69,69,1,33.8,9.2,19.4,4.0,7.7,5.1,11.7,3.8,4.2,0.7,4.7,5.3,5.2,1.3,0.4,2.8,2.4,27.3,.472,.525,.437,.916,.641,60.373,G,curryst01
266,Michael Redd,9.7,2003-04,24,MIL,82,82,1,36.8,7.7,17.5,6.2,13.1,1.5,4.4,4.7,5.4,1.4,3.5,5.0,2.3,1.0,0.1,1.4,1.9,21.7,.440,.470,.350,.868,.544,48.402,G,reddmi01
267,Tony Parker,9.6,2006-07,24,SAS,77,77,1,32.5,7.4,14.2,7.2,13.7,0.2,0.5,3.6,4.5,0.4,2.8,3.2,5.5,1.1,0.1,2.5,1.8,18.6,.520,.525,.395,.783,.572,52.692,G,parketo01
268,Rajon Rondo,9.6,2009-10,23,BOS,81,81,1,36.6,5.7,11.2,5.5,10.2,0.2,1.0,2.2,3.5,1.2,3.2,4.4,9.8,2.3,0.1,3.0,2.4,13.7,.508,.536,.213,.621,.540,51.715,G,rondora01
269,Chris Bosh,9.6,2006-07,22,TOR,69,69,1,38.5,7.9,15.9,7.7,15.3,0.2,0.5,6.7,8.6,2.7,8.0,10.7,2.5,0.6,1.3,2.6,2.4,22.6,.496,.501,.343,.785,.577,50.183,F-C,boshch01
270,Jayson Tatum,9.6,2021-22,23,BOS,76,76,1,35.9,9.3,20.6,6.3,12.0,3.0,8.6,5.3,6.2,1.1,6.9,8.0,4.4,1.0,0.6,2.9,2.3,26.9,.453,.524,.353,.853,.578,52.621,F,tatumja01
271,DeMar DeRozan,9.6,2017-18,28,TOR,80,80,1,33.9,8.1,17.7,7.0,14.1,1.1,3.6,5.8,7.0,0.7,3.2,3.9,5.2,1.1,0.3,2.2,1.9,23.0,.456,.494,.310,.825,.555,48.797,G-F,derozde01
272,Tim Duncan,9.6,2014-15,38,SAS,77,77,1,28.9,5.4,10.6,5.4,10.5,0.0,0.1,3.0,4.0,2.2,6.9,9.1,3.0,0.8,2.0,1.7,2.1,13.9,.512,.514,.286,.740,.560,51.282,F-C,duncati01
273,Damian Lillard,9.6,2013-14,23,POR,82,82,1,35.8,6.7,15.9,4.1,9.1,2.7,6.8,4.5,5.2,0.4,3.1,3.5,5.6,0.8,0.3,2.4,2.4,20.7,.424,.447,.394,.871,.568,50.767,G,lillada01
274,Dwyane Wade,9.6,2012-13,31,MIA,69,69,1,34.7,8.2,15.8,8.0,14.9,0.2,1.0,4.5,6.2,1.2,3.7,5.0,5.1,1.9,0.8,2.8,2.0,21.2,.521,.537,.258,.725,.571,52.836,G,wadedw01
275,Stephon Marbury,9.6,2002-03,25,PHO,81,81,1,40.0,8.3,18.9,7.2,15.2,1.1,3.7,4.6,5.8,0.7,2.6,3.2,8.1,1.3,0.2,3.2,2.5,22.3,.439,.472,.301,.803,.520,46.765,G,marbust01
276,Dikembe Mutombo,9.6,2001-02,35,PHI,80,80,1,36.3,4.0,8.0,4.0,8.0,0.0,0.0,3.5,4.6,3.2,7.6,10.8,1.0,0.4,2.4,2.0,3.0,11.5,.501,.501,,.764,.574,50.078,C,mutomdi01
277,Tony Parker,9.6,2005-06,23,SAS,80,80,1,33.9,7.8,14.2,7.7,13.8,0.1,0.5,3.2,4.5,0.5,2.8,3.3,5.8,1.0,0.1,3.1,2.0,18.9,.548,.556,.306,.707,.584,55.326,G,parketo01
278,Brad Miller,9.6,2002-03,26,IND,73,72,1,31.1,4.5,9.1,4.4,8.9,0.1,0.2,4.0,4.9,2.5,5.7,8.3,2.6,0.9,0.6,1.6,2.8,13.1,.493,.498,.313,.818,.579,49.700,C-F,millebr01
279,Chris Bosh,9.6,2009-10,25,TOR,70,70,1,36.1,8.6,16.5,8.5,16.2,0.1,0.3,6.7,8.4,2.9,7.9,10.8,2.4,0.6,1.0,2.4,2.4,24.0,.518,.521,.364,.797,.592,52.159,F-C,boshch01
280,Jason Kidd,9.6,2000-01,27,PHO,77,76,1,39.8,5.9,14.2,5.0,11.2,0.9,3.0,4.3,5.2,1.2,5.2,6.4,9.8,2.2,0.3,3.7,2.2,16.9,.411,.442,.297,.814,.510,44.257,G,kiddja01
281,Rashard Lewis,9.5,2008-09,29,ORL,79,79,1,36.2,6.1,13.8,3.3,6.8,2.8,7.0,2.8,3.4,1.2,4.6,5.7,2.6,1.0,0.6,2.0,2.5,17.7,.439,.482,.397,.836,.580,53.994,F,lewisra02
282,Carmelo Anthony,9.5,2012-13,28,NYK,67,67,1,37.0,10.0,22.2,7.6,16.0,2.3,6.2,6.3,7.6,2.0,4.9,6.9,2.6,0.8,0.5,2.6,3.1,28.7,.449,.476,.379,.830,.560,50.201,F,anthoca01
283,Kawhi Leonard,9.5,2018-19,27,TOR,60,60,1,34.0,9.3,18.8,7.5,13.8,1.9,5.0,6.1,7.1,1.3,6.0,7.3,3.3,1.8,0.4,2.0,1.5,26.6,.496,.542,.371,.854,.606,54.562,F,leonaka01
284,Anthony Davis,9.5,2018-19,25,NOP,56,56,1,33.0,9.5,18.3,8.6,15.7,0.9,2.6,6.1,7.7,3.1,8.9,12.0,3.9,1.6,2.4,2.0,2.4,25.9,.517,.547,.331,.794,.597,53.996,F-C,davisan02
285,Chauncey Billups,9.5,2009-10,33,DEN,73,73,1,34.1,5.5,13.2,3.4,7.6,2.2,5.6,6.4,7.0,0.3,2.8,3.1,5.6,1.1,0.1,2.4,2.1,19.5,.418,.441,.386,.910,.601,49.948,G,billuch01
286,Ray Allen,9.5,2005-06,30,SEA,78,78,1,38.7,8.7,19.2,5.3,10.9,3.4,8.4,4.2,4.6,0.9,3.3,4.3,3.7,1.3,0.2,2.4,1.9,25.1,.454,.486,.412,.903,.590,54.367,G,allenra02
287,Al Horford,9.4,2015-16,29,ATL,82,82,1,32.1,6.5,12.8,5.4,9.7,1.1,3.1,1.3,1.6,1.8,5.5,7.3,3.2,0.8,1.5,1.3,2.0,15.2,.505,.557,.344,.798,.565,54.676,C-F,horfoal01
288,Kobe Bryant,9.4,2009-10,31,LAL,73,73,1,38.8,9.8,21.5,8.5,17.4,1.4,4.1,6.0,7.4,1.1,4.3,5.4,5.0,1.5,0.3,3.2,2.6,27.0,.456,.487,.329,.811,.545,48.789,G-F,bryanko01
289,Russell Westbrook,9.4,2010-11,22,OKC,82,82,1,34.7,7.5,17.0,7.1,15.7,0.4,1.3,6.5,7.7,1.5,3.1,4.6,8.2,1.9,0.4,3.9,2.5,21.9,.442,.451,.330,.842,.538,45.396,G,westbru01
290,Vince Carter,9.4,2004-05,28,NJNTOR,77,76,1,36.7,9.0,20.0,7.4,15.9,1.6,4.1,4.8,6.0,1.4,3.8,5.2,4.2,1.4,0.6,2.2,3.2,24.5,.452,.463,.406,.798,.541,49.286,G-F,cartevi01
291,Chris Paul,9.4,2021-22,36,PHO,65,65,1,32.9,5.6,11.3,4.6,8.3,1.0,3.1,2.6,3.1,0.3,4.0,4.4,10.8,1.9,0.3,2.4,2.1,14.7,.493,.559,.317,.837,.581,53.601,G,paulch01
