Rk,Player,PTS/G,Draft Team,Round,Pick,Draft Year,Draft College,Season,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Class,-9999
951,Julian Strawther,11.8,IND,1,29,2023,Gonzaga,2021-22,Gonzaga,32,31,26.8,4.2,8.5,2.5,3.8,1.7,4.6,1.7,2.4,1.3,4.1,5.4,1.0,0.5,0.2,0.8,2.0,11.8,.498,.659,.365,.705,.615,.598,G,SO,julian-strawther-1
952,Rudy Gay Jr,11.8,HOU,1,8,2006,Connecticut,2004-05,Connecticut,31,26,28.8,4.3,9.2,3.4,7.3,0.9,1.9,2.4,3.4,1.8,3.6,5.4,1.5,0.8,1.9,2.0,2.3,11.8,.462,.460,.467,.708,.546,.510,F,FR,rudy-gay-1
953,Ryan Kelly,11.8,LAL,2,48,2013,Duke,2011-12,Duke,31,19,25.9,3.5,7.8,2.2,4.6,1.3,3.2,3.6,4.5,1.8,3.6,5.4,1.1,0.8,1.0,1.4,2.3,11.8,.444,.469,.408,.807,.597,.527,F,JR,ryan-kelly-3
954,Neemias Queta,11.8,SAC,2,39,2021,Utah State,2018-19,Utah State,35,35,27.1,4.8,7.8,4.7,7.6,0.1,0.1,2.2,3.9,2.5,6.4,8.9,1.6,0.7,2.4,2.3,3.1,11.8,.614,.618,.400,.565,.613,.618,C,FR,neemias-queta-1
955,Talen Horton-Tucker,11.8,ORL,2,46,2019,Iowa State,2018-19,Iowa State,35,34,27.2,4.4,10.9,3.0,6.4,1.4,4.5,1.6,2.5,0.7,4.2,4.9,2.3,1.3,0.7,1.7,2.3,11.8,.406,.475,.308,.625,.488,.470,G,FR,talen-horton-tucker-1
956,Tyus Jones,11.8,CLE,1,24,2015,Duke,2014-15,Duke,39,39,33.9,3.5,8.3,2.3,5.1,1.2,3.2,3.7,4.2,0.5,3.0,3.5,5.6,1.5,0.1,1.9,1.2,11.8,.417,.440,.379,.889,.575,.489,G,FR,tyus-jones-1
957,Cedric Simmons,11.8,NOH,1,15,2006,NC State,2005-06,NC State,32,31,27.5,4.0,6.8,3.9,6.8,0.1,0.1,3.8,5.5,1.8,4.6,6.3,1.7,0.7,2.5,1.8,3.1,11.8,.587,.583,1.000,.678,.626,.592,C,SO,cedric-simmons-1
958,Luke Kennard,11.8,DET,1,12,2017,Duke,2015-16,Duke,36,11,26.7,3.9,9.3,2.4,4.5,1.5,4.8,2.4,2.8,1.0,2.6,3.6,1.5,0.9,0.2,0.8,1.9,11.8,.421,.528,.320,.889,.556,.503,G,FR,luke-kennard-1
959,Daniel Gafford,11.8,CHI,2,38,2019,Arkansas,2017-18,Arkansas,35,26,22.6,4.7,7.7,4.7,7.7,0.0,0.0,2.4,4.6,2.2,4.0,6.2,0.7,0.5,2.2,1.1,3.3,11.8,.605,.605,,.528,.594,.605,F,FR,daniel-gafford-1
960,Sonny Weems,11.8,CHI,2,39,2008,Arkansas,2006-07,Arkansas,35,32,31.0,4.6,9.5,3.5,6.4,1.1,3.1,1.5,2.0,1.6,3.2,4.8,2.1,1.3,0.4,2.5,1.7,11.8,.485,.545,.361,.729,.564,.544,F,JR,sonny-weems-1
961,Jalen Wilson,11.8,NJN,2,51,2023,Kansas,2020-21,Kansas,29,26,28.3,3.9,9.4,2.5,5.3,1.4,4.1,2.6,4.1,2.2,5.7,7.9,2.0,0.4,0.3,1.9,1.7,11.8,.414,.477,.333,.630,.517,.487,F,FR,jalen-wilson-1
962,Jae Crowder,11.8,CLE,2,34,2012,Marquette,2010-11,Marquette,37,17,27.6,4.3,8.8,3.1,5.6,1.1,3.2,2.1,3.4,2.2,4.5,6.8,1.6,1.3,0.9,0.8,2.3,11.8,.485,.555,.359,.616,.564,.549,F,JR,jae-crowder-1
963,Cason Wallace,11.7,DAL,1,10,2023,Kentucky,2022-23,Kentucky,32,32,32.2,4.3,9.8,3.0,5.8,1.4,4.0,1.7,2.2,0.9,2.8,3.7,4.3,2.0,0.5,2.1,2.4,11.7,.446,.514,.346,.757,.543,.516,G,FR,cason-wallace-1
964,Dan Gadzuric,11.7,MIL,2,34,2002,UCLA,2000-01,UCLA,32,29,26.9,4.9,9.1,4.9,9.1,0.0,0.0,2.0,4.3,3.1,5.5,8.6,0.6,0.7,1.9,2.1,3.1,11.7,.534,.534,,.453,.524,.534,C,JR,dan-gadzuric-1
965,Wayne Ellington,11.7,MIN,1,28,2009,North Carolina,2006-07,North Carolina,38,37,23.9,4.3,10.0,2.6,5.3,1.7,4.7,1.3,1.6,0.7,2.1,2.9,2.1,0.8,0.0,1.2,1.3,11.7,.433,.488,.371,.836,.545,.520,G,FR,wayne-ellington-1
966,John Henson,11.7,MIL,1,14,2012,North Carolina,2010-11,North Carolina,37,36,26.7,4.9,9.8,4.9,9.7,0.0,0.2,1.8,3.8,3.2,6.9,10.1,0.8,0.6,3.2,2.1,1.8,11.7,.500,.506,.167,.482,.502,.501,F,SO,john-henson-1
967,Dan Gadzuric,11.7,MIL,2,34,2002,UCLA,2001-02,UCLA,33,33,26.2,5.0,9.0,5.0,8.9,0.0,0.0,1.8,3.7,2.8,4.9,7.7,0.7,0.5,1.3,1.6,2.7,11.7,.554,.556,.000,.472,.545,.554,C,SR,dan-gadzuric-1
968,Jalen Smith,11.7,PHO,1,10,2020,Maryland,2018-19,Maryland,33,33,26.7,4.4,8.9,3.8,6.8,0.6,2.2,2.3,3.5,2.7,4.1,6.8,0.9,0.4,1.2,1.2,2.0,11.7,.492,.563,.268,.658,.551,.524,F,FR,jalen-smith-1
969,Solomon Alabi,11.7,DAL,2,50,2010,Florida State,2009-10,Florida State,32,32,25.6,4.2,7.8,4.2,7.8,0.0,0.0,3.4,4.3,2.5,3.7,6.2,0.5,0.6,2.3,1.9,2.3,11.7,.534,.534,,.794,.596,.534,C,JR,solomon-alabi-1
970,Isaiah Cousins,11.7,SAC,2,59,2016,Oklahoma,2014-15,Oklahoma,35,35,30.8,4.3,10.1,2.5,6.1,1.8,4.0,1.3,2.0,0.9,3.7,4.6,2.2,1.2,0.4,2.1,1.9,11.7,.424,.407,.450,.648,.527,.513,G,JR,isaiah-cousins-1
971,Devon Hall,11.7,OKC,2,53,2018,Virginia,2017-18,Virginia,34,34,32.1,3.9,8.6,2.2,4.7,1.7,3.9,2.2,2.5,0.4,3.9,4.2,3.1,0.9,0.1,1.0,1.4,11.7,.454,.472,.432,.894,.599,.552,G,SR,devon-hall-1
972,Orien Greene,11.7,BOS,2,53,2005,Louisiana–Lafayette,2004-05,Louisiana–Lafayette,24,23,32.3,3.8,9.9,2.4,5.5,1.4,4.4,2.6,3.4,1.4,3.3,4.7,4.1,2.8,0.3,3.5,3.0,11.7,.388,.443,.321,.756,.507,.460,G,SR,orien-greene-1
973,Avery Bradley,11.6,BOS,1,19,2010,Texas,2009-10,Texas,34,32,29.5,4.7,10.8,3.4,7.5,1.2,3.3,1.1,1.9,1.0,1.9,2.9,2.1,1.3,0.5,1.5,2.4,11.6,.432,.457,.375,.545,.496,.489,G,FR,avery-bradley-1
974,Andre Roberson,11.6,MIN,1,26,2013,Colorado,2011-12,Colorado,36,35,30.2,4.1,8.1,3.6,6.7,0.5,1.4,2.8,4.6,3.1,8.1,11.1,1.2,1.3,1.9,1.8,2.4,11.6,.510,.537,.380,.614,.565,.543,F,SO,andre-roberson-1
975,Robert Sacre,11.6,LAL,2,60,2012,Gonzaga,2011-12,Gonzaga,33,33,26.3,3.5,6.9,3.5,6.9,0.0,0.1,4.5,6.0,2.0,4.3,6.3,0.7,0.4,1.4,1.8,2.2,11.6,.511,.515,.000,.761,.595,.511,C,SR,robert-sacre-1
976,Matt Barnes,11.6,MEM,2,46,2002,UCLA,2000-01,UCLA,32,26,30.3,4.4,9.3,4.3,8.5,0.1,0.8,2.7,4.6,2.7,4.6,7.3,2.7,1.6,0.6,2.7,3.2,11.6,.478,.511,.120,.574,.506,.483,F,JR,matt-barnes-1
977,Steve Blake,11.6,WAS,2,38,2003,Maryland,2002-03,Maryland,31,31,32.5,3.7,8.9,1.6,3.9,2.1,5.0,2.2,2.7,0.7,3.0,3.7,7.1,1.6,0.2,3.2,1.7,11.6,.415,.413,.416,.819,.572,.531,G,SR,steve-blake-1
978,DeJuan Blair,11.6,SAS,2,37,2009,Pittsburgh,2007-08,Pittsburgh,37,36,26.0,4.5,8.5,4.5,8.5,0.0,0.0,2.5,4.0,3.9,5.2,9.1,0.9,1.7,1.1,1.9,2.9,11.6,.537,.537,,.624,.559,.537,F,FR,dejuan-blair-1
979,Keith Bogans,11.6,MIL,2,43,2003,Kentucky,2001-02,Kentucky,32,30,27.4,4.0,10.2,2.4,5.1,1.6,5.2,1.9,2.8,1.7,2.6,4.3,2.5,1.0,0.1,1.8,2.2,11.6,.394,.475,.315,.670,.501,.474,G,JR,keith-bogans-1
980,Lavoy Allen,11.6,PHI,2,50,2011,Temple,2010-11,Temple,33,33,33.9,4.7,9.7,4.5,9.2,0.2,0.5,2.1,3.0,2.7,5.9,8.6,2.3,0.7,1.8,1.6,2.3,11.6,.480,.490,.294,.697,.519,.488,F,SR,lavoy-allen-1
981,Roy Hibbert,11.6,TOR,1,17,2008,Georgetown,2005-06,Georgetown,33,33,24.0,4.5,7.6,4.5,7.6,0.0,0.0,2.6,3.6,2.7,4.2,6.9,1.3,0.2,1.6,1.4,2.1,11.6,.590,.590,,.723,.621,.590,C,SO,roy-hibbert-1
982,Rui Hachimura,11.6,WAS,1,9,2019,Gonzaga,2017-18,Gonzaga,37,2,20.7,4.3,7.6,4.2,6.9,0.1,0.7,2.8,3.6,1.3,3.4,4.7,0.6,0.5,0.5,1.2,2.0,11.6,.568,.606,.192,.795,.624,.577,F,SO,rui-hachimura-1
983,Vernon Macklin,11.6,DET,2,52,2011,Florida,2010-11,Florida,37,35,24.5,5.2,8.7,5.2,8.7,0.0,0.0,1.2,2.8,2.2,3.2,5.4,0.8,0.4,0.7,1.7,2.5,11.6,.593,.593,,.451,.578,.593,F,SR,vernon-macklin-1
984,Jake Layman,11.6,ORL,2,47,2016,Maryland,2015-16,Maryland,36,36,30.9,3.9,7.8,2.3,3.8,1.6,4.0,2.2,2.6,1.1,4.2,5.3,1.1,1.1,1.0,1.7,1.9,11.6,.500,.610,.396,.832,.640,.602,F,SR,jake-layman-1
985,Kevon Looney,11.6,GSW,1,30,2015,UCLA,2014-15,UCLA,36,36,30.9,4.2,8.9,3.6,7.4,0.6,1.5,2.6,4.1,3.4,5.8,9.2,1.4,1.3,0.9,1.3,2.9,11.6,.470,.481,.415,.626,.532,.505,F,FR,kevon-looney-1
986,Raymond Felton Jr,11.5,CHA,1,5,2005,North Carolina,2003-04,North Carolina,30,30,34.6,3.8,9.0,2.6,5.2,1.2,3.7,2.8,3.5,0.6,3.4,4.0,7.1,2.1,0.2,3.4,2.3,11.5,.420,.497,.313,.810,.543,.485,G,SO,raymond-felton-1
987,Nick Johnson,11.5,HOU,2,42,2014,Arizona,2012-13,Arizona,35,35,31.4,3.9,8.7,2.7,5.7,1.2,3.1,2.5,3.5,0.4,3.2,3.6,3.2,1.9,0.6,1.9,1.9,11.5,.448,.477,.393,.713,.554,.516,G,SO,nick-johnson-1
988,Russ Smith,11.5,PHI,2,47,2014,Louisville,2011-12,Louisville,39,7,21.5,3.8,10.7,2.8,7.3,1.1,3.4,2.8,3.7,0.7,1.8,2.5,1.9,2.2,0.0,2.3,2.8,11.5,.356,.379,.306,.764,.461,.405,G,SO,russ-smith-1
989,Lonnie Walker,11.5,SAS,1,18,2018,Miami (FL),2017-18,Miami (FL),32,18,27.8,4.1,9.9,2.4,4.9,1.8,5.1,1.5,2.0,0.4,2.2,2.6,1.9,0.9,0.5,1.2,1.6,11.5,.415,.487,.346,.738,.527,.503,G,FR,lonnie-walker-2
990,Lavoy Allen,11.5,PHI,2,50,2011,Temple,2009-10,Temple,35,34,34.5,4.9,9.1,4.7,8.5,0.1,0.7,1.6,2.5,3.5,7.2,10.7,2.4,0.5,1.4,1.5,2.2,11.5,.536,.561,.217,.625,.557,.544,F,JR,lavoy-allen-1
991,Mario Chalmers,11.5,MIN,2,34,2008,Kansas,2005-06,Kansas,33,21,26.0,3.7,8.2,2.2,4.4,1.5,3.9,2.7,3.4,0.2,2.0,2.2,3.8,2.7,0.2,2.8,2.3,11.5,.445,.507,.375,.788,.582,.533,G,FR,mario-chalmers-1
992,Dillon Brooks,11.5,HOU,2,45,2017,Oregon,2014-15,Oregon,36,33,28.3,4.2,9.1,3.4,6.8,0.8,2.3,2.4,2.9,1.7,3.2,4.9,1.8,0.5,0.6,2.0,3.1,11.5,.456,.496,.337,.825,.546,.498,F,FR,dillon-brooks-1
993,Trevor Keels,11.5,NYK,2,42,2022,Duke,2021-22,Duke,36,26,30.2,4.1,9.8,2.6,4.9,1.5,4.8,1.8,2.7,0.8,2.6,3.4,2.7,1.2,0.1,1.3,1.3,11.5,.419,.522,.312,.670,.520,.496,G,FR,trevor-keels-1
994,Danny Green,11.5,CLE,2,46,2009,North Carolina,2007-08,North Carolina,39,1,22.3,4.1,8.8,2.7,4.9,1.4,3.8,1.8,2.0,1.7,3.2,4.9,2.0,1.2,1.2,1.9,2.3,11.5,.469,.544,.373,.873,.587,.551,F,JR,danny-green-1
995,Kirk Hinrich,11.5,CHI,1,7,2003,Kansas,2000-01,Kansas,33,33,32.7,3.5,7.0,1.8,3.7,1.7,3.3,2.8,3.3,0.5,3.6,4.1,6.9,1.3,0.3,3.4,3.2,11.5,.500,.496,.505,.843,.667,.619,G,SO,kirk-hinrich-1
996,Walker Kessler,11.4,MEM,1,22,2022,Auburn,2021-22,Auburn,34,34,25.6,4.8,7.9,4.5,6.4,0.3,1.5,1.6,2.6,2.6,5.4,8.1,0.9,1.1,4.6,1.1,2.6,11.4,.608,.702,.200,.596,.627,.627,F,SO,walker-kessler-1
997,Landry Shamet,11.4,PHI,1,26,2018,Wichita State,2016-17,Wichita State,36,35,26.7,3.8,7.9,1.8,3.4,2.0,4.6,1.9,2.4,0.6,2.2,2.8,3.3,0.7,0.2,1.1,2.1,11.4,.472,.516,.439,.802,.629,.598,G,FR,landry-shamet-1
998,Dewan Hernandez,11.4,TOR,2,59,2019,Miami (FL),2017-18,Miami (FL),32,32,25.8,4.6,8.0,4.6,7.9,0.0,0.1,2.2,3.2,2.0,4.6,6.7,0.4,0.5,1.0,1.4,1.9,11.4,.576,.583,.000,.689,.600,.576,F,SO,dewan-huell-1
999,Norman Powell,11.4,MIL,2,46,2015,UCLA,2013-14,UCLA,37,37,25.7,4.1,7.8,3.6,5.9,0.5,1.8,2.6,3.3,0.6,2.2,2.8,1.7,1.4,0.4,1.0,2.3,11.4,.533,.607,.294,.780,.611,.568,G,JR,norman-powell-1
1000,Terance Mann,11.4,LAC,2,48,2019,Florida State,2018-19,Florida State,37,36,31.7,4.0,7.9,3.2,5.8,0.8,2.1,2.6,3.4,2.5,4.0,6.5,2.5,0.7,0.3,1.8,2.2,11.4,.505,.547,.390,.790,.603,.557,G,SR,terance-mann-1
1001,Robbie Hummel,11.4,MIN,2,58,2012,Purdue,2007-08,Purdue,33,31,28.5,3.6,7.5,2.3,4.6,1.3,2.8,2.9,3.4,2.6,3.5,6.1,2.5,1.3,0.7,1.4,3.0,11.4,.484,.507,.447,.865,.629,.569,F,FR,robbie-hummel-1
1002,Bruce Brown,11.4,DET,2,42,2018,Miami (FL),2017-18,Miami (FL),19,19,33.7,4.1,9.9,3.3,6.7,0.8,3.2,2.3,3.7,1.3,5.8,7.1,4.0,1.3,0.8,2.3,2.3,11.4,.415,.484,.267,.629,.488,.457,G,SO,bruce-brown-2
1003,Adam Morrison,11.4,CHA,1,3,2006,Gonzaga,2003-04,Gonzaga,31,1,20.8,4.4,8.3,3.9,6.5,0.5,1.8,2.0,2.7,1.1,3.2,4.3,1.4,0.4,0.3,1.2,1.3,11.4,.531,.594,.304,.726,.591,.564,F,FR,adam-morrison-1
1004,Darrun Hilliard,11.4,DET,2,38,2015,Villanova,2012-13,Villanova,34,34,29.9,3.4,8.5,2.3,4.9,1.1,3.6,3.3,4.5,0.4,2.5,2.8,1.6,1.6,0.3,1.9,2.3,11.4,.403,.470,.315,.739,.532,.471,G,SO,darrun-hilliard-1
1005,Damyean Dotson,11.4,NYK,2,44,2017,Oregon,2012-13,Oregon,37,36,27.9,4.4,10.0,3.1,6.2,1.3,3.9,1.3,1.8,0.9,2.6,3.5,0.9,0.9,0.1,1.4,1.1,11.4,.439,.509,.329,.723,.523,.503,G,FR,damyean-dotson-1
1006,Richard Jefferson,11.3,HOU,1,13,2001,Arizona,2000-01,Arizona,35,34,27.5,4.2,8.8,3.3,6.2,0.9,2.6,2.1,3.1,1.7,3.8,5.4,2.7,0.8,0.8,3.0,2.8,11.3,.479,.535,.344,.655,.553,.529,F,JR,richard-jefferson-1
1007,Vince Edwards,11.3,UTA,2,52,2018,Purdue,2015-16,Purdue,35,35,27.5,4.0,8.8,2.7,5.6,1.3,3.2,2.1,2.5,1.8,3.5,5.4,2.9,0.5,0.3,1.7,2.2,11.3,.450,.474,.407,.820,.565,.524,F,SO,vince-edwards-2
1008,Al Horford,11.3,ATL,1,3,2007,Florida,2005-06,Florida,39,39,25.9,4.5,7.5,4.5,7.4,0.0,0.1,2.3,3.7,2.2,5.4,7.6,2.0,1.0,1.7,1.9,2.5,11.3,.608,.612,.000,.611,.615,.608,F,SO,al-horford-1
1009,Cady Lalanne,11.3,SAS,2,55,2015,Massachusetts,2013-14,Massachusetts,33,33,29.0,4.4,7.9,4.3,7.7,0.1,0.2,2.5,3.7,3.1,4.8,7.9,0.2,0.5,2.2,1.8,2.6,11.3,.553,.563,.250,.672,.584,.557,C,JR,cady-lalanne-1
1010,J.R. Giddens,11.3,BOS,1,30,2008,New Mexico,2003-04,Kansas,33,29,25.9,4.3,9.0,2.0,3.5,2.2,5.5,0.5,0.8,0.6,3.0,3.6,0.8,0.7,0.6,1.1,2.1,11.3,.475,.583,.407,.667,.604,.599,G,FR,jr-giddens-1
1011,Keon Johnson,11.3,NYK,1,21,2021,Tennessee,2020-21,Tennessee,27,17,25.5,4.1,9.1,3.6,7.4,0.5,1.8,2.6,3.7,1.1,2.4,3.5,2.5,1.1,0.4,2.6,2.4,11.3,.449,.492,.271,.703,.519,.476,G,FR,keon-johnson-2
1012,Eric Bledsoe,11.3,OKC,1,18,2010,Kentucky,2009-10,Kentucky,37,35,30.3,3.9,8.4,2.6,5.0,1.3,3.5,2.2,3.3,0.5,2.6,3.1,2.9,1.4,0.3,3.0,2.2,11.3,.462,.516,.383,.667,.566,.540,G,FR,eric-bledsoe-1
1013,Devonte' Graham,11.3,ATL,2,34,2018,Kansas,2015-16,Kansas,38,36,32.6,3.8,8.2,1.8,3.8,2.0,4.5,1.8,2.4,0.3,3.0,3.3,3.7,1.4,0.1,1.7,2.1,11.3,.460,.483,.441,.744,.604,.580,G,SO,devonte-graham-1
1014,Joe Harris,11.3,CLE,2,33,2014,Virginia,2011-12,Virginia,32,31,30.3,3.8,8.6,2.3,4.5,1.5,4.0,2.2,2.9,0.9,3.0,3.9,1.7,0.7,0.4,1.4,2.1,11.3,.442,.497,.380,.772,.570,.531,G,SO,joe-harris--1
1015,Mike Conley Jr,11.3,MEM,1,4,2007,Ohio State,2006-07,Ohio State,39,39,31.6,4.1,7.9,3.6,6.2,0.5,1.8,2.6,3.7,0.7,2.7,3.4,6.1,2.2,0.3,2.2,1.5,11.3,.518,.579,.304,.694,.584,.552,G,FR,mike-conley-1
1016,Chandler Parsons,11.3,HOU,2,38,2011,Florida,2010-11,Florida,36,35,34.1,4.3,9.0,3.1,5.7,1.2,3.3,1.5,2.7,2.1,5.7,7.8,3.8,0.9,0.4,2.3,1.9,11.3,.480,.544,.368,.557,.551,.546,F,SR,chandler-parsons-1
1017,Marvin Williams,11.3,ATL,1,2,2005,North Carolina,2004-05,North Carolina,36,0,22.2,3.5,6.9,2.9,5.6,0.5,1.2,3.8,4.5,1.8,4.8,6.6,0.7,1.1,0.5,1.6,2.6,11.3,.506,.522,.432,.847,.627,.545,F,FR,marvin-williams-1
1018,Malik Hairston,11.3,PHO,2,48,2008,Oregon,2006-07,Oregon,27,25,29.4,4.3,8.2,3.4,6.2,0.9,2.0,1.9,3.0,2.5,3.5,6.0,2.1,0.7,0.6,1.8,2.5,11.3,.523,.554,.426,.610,.584,.574,G,JR,malik-hairston-1
1019,Larry Sanders,11.3,MIL,1,15,2010,VCU,2008-09,VCU,34,34,26.6,4.6,9.0,4.6,9.0,0.0,0.0,2.1,3.8,2.9,5.7,8.6,0.4,0.6,2.7,2.1,3.6,11.3,.510,.510,,.558,.523,.510,F,SO,larry-sanders-1
1020,Trey Murphy III,11.3,MEM,1,17,2021,Virginia,2020-21,Virginia,25,20,29.6,3.8,7.6,1.8,2.8,2.1,4.8,1.5,1.6,0.6,2.8,3.4,1.2,0.8,0.4,0.8,2.0,11.3,.503,.620,.433,.927,.670,.639,G,JR,trey-murphyiii-1
1021,Cole Aldrich,11.3,NOH,1,11,2010,Kansas,2009-10,Kansas,36,36,26.8,4.1,7.4,4.1,7.4,0.0,0.0,3.0,4.4,3.1,6.8,9.8,0.9,0.8,3.5,1.6,2.6,11.3,.562,.562,,.679,.596,.562,C,JR,cole-aldrich-1
1022,Zhaire Smith,11.3,PHO,1,16,2018,Texas Tech,2017-18,Texas Tech,37,21,28.4,4.2,7.5,3.7,6.4,0.5,1.1,2.5,3.4,2.2,2.8,5.0,1.8,1.1,1.1,1.1,1.8,11.3,.556,.574,.450,.717,.618,.588,G,FR,zhaire-smith-1
1023,David Lee,11.2,NYK,1,30,2005,Florida,2002-03,Florida,33,33,26.2,4.5,7.0,4.5,7.0,0.0,0.0,2.2,3.5,2.2,4.6,6.8,1.8,0.7,1.5,1.8,2.3,11.2,.648,.648,,.624,.650,.648,F,SO,david-lee-1
1024,Rondae Hollis-Jefferson,11.2,POR,1,23,2015,Arizona,2014-15,Arizona,38,25,28.7,3.6,7.2,3.5,6.5,0.2,0.8,3.8,5.4,2.0,4.8,6.8,1.6,1.2,0.8,1.6,2.5,11.2,.502,.537,.207,.707,.573,.513,F,SO,rondae-hollis-jefferson-1
1025,Alex Oriakhi,11.2,PHO,2,57,2013,Missouri,2012-13,Missouri,34,34,25.8,4.1,6.4,4.1,6.4,0.0,0.0,3.1,4.2,3.1,5.3,8.4,0.4,0.6,1.6,1.4,2.3,11.2,.639,.639,,.746,.674,.639,F,SR,alex-oriakhi-1
1026,Bobby Jones Jr,11.2,MIN,2,37,2006,Washington,2004-05,Washington,34,33,25.4,3.9,7.7,3.0,5.9,0.9,1.8,2.5,3.7,2.5,3.1,5.6,1.7,1.1,0.4,1.3,3.5,11.2,.510,.510,.508,.680,.596,.569,F,JR,bobby-jones-2
1027,Kyle Weaver,11.2,CHA,2,38,2008,Washington State,2006-07,Washington State,34,33,33.9,3.9,8.0,3.6,6.9,0.3,1.1,3.1,4.1,1.6,4.0,5.6,4.6,2.2,1.2,2.7,2.1,11.2,.487,.528,.237,.770,.563,.504,G,JR,kyle-weaver-1
1028,Mark Williams,11.2,CHA,1,15,2022,Duke,2021-22,Duke,39,39,23.6,4.9,6.8,4.9,6.8,0.0,0.0,1.4,2.0,2.6,4.8,7.4,0.9,0.5,2.8,0.9,2.1,11.2,.721,.723,.000,.727,.726,.721,C,SO,mark-williams-7
1029,Bobby Jones Jr,11.2,MIN,2,37,2006,Washington,2003-04,Washington,31,25,24.5,4.2,7.4,4.2,7.1,0.0,0.3,2.8,4.2,1.9,3.0,4.9,0.8,1.2,0.5,1.1,3.8,11.2,.570,.586,.125,.664,.600,.572,F,SO,bobby-jones-2
1030,Jarace Walker,11.2,WAS,1,8,2023,Houston,2022-23,Houston,36,35,27.6,4.4,9.4,3.4,6.6,1.0,2.8,1.5,2.2,2.3,4.5,6.8,1.8,1.0,1.3,1.5,2.1,11.2,.465,.515,.347,.663,.534,.516,F,FR,jarace-walker-1
1031,Luke Harangody,11.2,BOS,2,52,2010,Notre Dame,2006-07,Notre Dame,32,16,20.6,4.2,9.1,4.2,9.0,0.0,0.0,2.9,3.6,2.7,3.5,6.2,1.2,0.9,0.5,1.2,2.6,11.2,.459,.460,.000,.816,.522,.459,F,FR,luke-harangody-1
1032,Jarrett Culver,11.2,PHO,1,6,2019,Texas Tech,2017-18,Texas Tech,37,20,26.4,3.9,8.6,2.4,4.7,1.5,3.9,1.9,2.9,1.1,3.7,4.8,1.8,1.1,0.7,1.5,2.1,11.2,.455,.514,.382,.648,.560,.541,G,FR,jarrett-culver-1
1033,Branden Dawson,11.2,NOH,2,56,2015,Michigan State,2013-14,Michigan State,28,24,28.3,4.9,7.9,4.9,7.9,0.0,0.0,1.5,2.3,3.0,5.4,8.3,1.6,1.3,0.9,1.3,1.5,11.2,.613,.615,.000,.656,.622,.613,F,JR,branden-dawson-1
1034,Herb Jones,11.2,NOH,2,35,2021,Alabama,2020-21,Alabama,33,33,27.3,3.9,8.8,3.3,7.0,0.6,1.7,2.8,3.9,2.5,4.1,6.6,3.3,1.7,1.1,2.8,2.8,11.2,.446,.470,.351,.713,.528,.481,F,SR,herb-jones-3
1035,Jon Diebler,11.2,POR,2,51,2011,Ohio State,2008-09,Ohio State,33,33,36.7,3.5,8.4,0.6,1.4,2.9,7.0,1.2,1.5,0.3,3.3,3.6,2.5,1.0,0.3,1.6,1.3,11.2,.421,.447,.416,.800,.613,.594,G,SO,jon-diebler-1
1036,Dahntay Jones,11.2,BOS,1,20,2003,Duke,2001-02,Duke,35,32,28.9,4.4,8.7,4.0,7.2,0.3,1.5,2.1,2.9,1.6,2.6,4.2,1.1,0.8,0.5,1.7,2.9,11.2,.505,.562,.231,.725,.558,.525,F,JR,dahntay-jones-1
1037,Francisco Garcia,11.2,SAC,1,23,2005,Louisville,2002-03,Louisville,32,15,21.8,3.9,8.1,2.2,3.9,1.8,4.2,1.5,1.7,1.1,1.8,2.9,2.1,0.9,1.3,1.6,2.3,11.2,.488,.556,.425,.891,.630,.599,F,FR,francisco-garcia-1
1038,Joel Embiid,11.2,PHI,1,3,2014,Kansas,2013-14,Kansas,28,20,23.1,3.8,6.1,3.8,5.9,0.0,0.2,3.5,5.1,2.3,5.8,8.1,1.4,0.9,2.6,2.4,3.4,11.2,.626,.639,.200,.685,.655,.629,C,FR,joel-embiid-1
1039,Rajon Rondo,11.2,PHO,1,21,2006,Kentucky,2005-06,Kentucky,34,28,31.0,4.3,9.0,3.8,7.0,0.5,1.9,2.0,3.5,1.1,5.1,6.1,4.9,2.0,0.1,2.3,2.1,11.2,.482,.540,.273,.571,.526,.511,G,SO,rajon-rondo-1
1040,Darnell Jackson,11.2,MIA,2,52,2008,Kansas,2007-08,Kansas,40,35,24.3,4.3,6.8,4.2,6.7,0.1,0.2,2.6,3.7,2.0,4.7,6.7,1.1,0.8,0.5,1.3,2.3,11.2,.626,.633,.333,.691,.650,.630,F,SR,darnell-jackson-1
1041,Brian Cook,11.2,LAL,1,24,2003,Illinois,2000-01,Illinois,35,35,24.2,4.2,7.7,3.4,5.5,0.8,2.2,2.0,2.5,2.1,4.0,6.1,1.2,0.6,1.3,1.9,3.4,11.2,.546,.617,.368,.802,.631,.599,F,SO,brian-cook-1
1042,Amari Bailey,11.2,CHA,2,41,2023,UCLA,2022-23,UCLA,30,28,26.9,4.5,9.1,3.8,7.3,0.7,1.8,1.5,2.1,0.8,3.0,3.8,2.2,1.1,0.3,2.4,1.7,11.2,.495,.521,.389,.698,.553,.533,G,FR,amari-bailey-1
