Rk,Player,PTS/G,Draft Team,Round,Pick,Draft Year,Draft College,Season,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Class,-9999
389,Tyler Zeller,16.3,DAL,1,17,2012,North Carolina,2011-12,North Carolina,38,38,28.2,5.8,10.5,5.8,10.5,0.0,0.0,4.8,5.9,3.8,5.8,9.6,0.9,0.9,1.5,1.9,2.7,16.3,.553,.553,,.808,.616,.553,F,SR,tyler-zeller-1
390,Salim Stoudamire,16.3,ATL,2,31,2005,Arizona,2003-04,Arizona,29,29,32.0,5.2,11.5,2.5,5.0,2.7,6.5,3.2,4.0,0.6,2.2,2.7,3.0,0.8,0.1,2.1,2.4,16.3,.452,.500,.415,.795,.607,.569,G,JR,salim-stoudamire-1
391,Romain Sato,16.3,SAS,2,52,2004,Xavier,2003-04,Xavier,37,37,36.9,4.8,12.0,2.8,6.2,2.0,5.8,4.6,5.5,2.0,6.0,8.0,2.3,1.3,0.1,1.7,2.4,16.3,.404,.456,.349,.829,.558,.489,G,SR,romain-sato-1
392,Malik Hairston,16.3,PHO,2,48,2008,Oregon,2007-08,Oregon,31,31,31.5,5.7,10.8,4.0,6.9,1.7,3.9,3.3,4.5,1.5,3.4,4.8,2.1,0.6,0.8,1.8,2.9,16.3,.525,.577,.433,.732,.630,.603,G,SR,malik-hairston-1
393,Lazar Hayward,16.3,WAS,1,30,2010,Marquette,2008-09,Marquette,35,35,31.7,5.8,12.4,4.3,8.2,1.5,4.2,3.1,3.8,2.8,5.8,8.6,1.1,1.0,0.3,1.9,2.5,16.3,.469,.526,.358,.820,.572,.530,F,JR,lazar-hayward-1
394,Nick Johnson,16.3,HOU,2,42,2014,Arizona,2013-14,Arizona,38,38,33.1,5.4,12.5,3.8,8.0,1.6,4.4,3.8,4.9,0.8,3.2,4.1,2.8,1.1,0.7,1.7,2.0,16.3,.432,.469,.367,.781,.549,.498,G,JR,nick-johnson-1
395,TJ Leaf,16.3,IND,1,18,2017,UCLA,2016-17,UCLA,35,35,29.9,6.7,10.9,5.9,9.2,0.8,1.7,2.1,3.0,2.2,6.0,8.2,2.4,0.6,1.1,1.5,2.5,16.3,.617,.644,.466,.679,.660,.652,F,FR,tj-leaf-1
396,Draymond Green,16.2,GSW,2,35,2012,Michigan State,2011-12,Michigan State,37,36,33.2,5.7,12.8,4.3,9.1,1.4,3.6,3.4,4.7,2.1,8.5,10.6,3.8,1.5,0.9,3.0,2.8,16.2,.449,.473,.388,.723,.542,.504,F,SR,draymond-green-1
397,Jimmer Fredette,16.2,MIL,1,10,2011,Brigham Young,2008-09,Brigham Young,33,32,33.0,5.6,11.6,4.0,7.5,1.6,4.1,3.5,4.2,0.5,2.4,3.0,4.1,1.5,0.1,2.6,1.3,16.2,.480,.534,.382,.847,.598,.548,G,SO,jimmer-fredette-1
398,Bracey Wright,16.2,MIN,2,47,2005,Indiana,2002-03,Indiana,30,30,33.6,5.2,12.1,3.0,6.2,2.2,5.9,3.5,4.7,1.4,3.6,5.0,2.1,0.8,0.6,2.1,2.0,16.2,.433,.487,.375,.752,.565,.523,G,FR,bracey-wright-1
399,Nickeil Alexander-Walker,16.2,NJN,1,17,2019,Virginia Tech,2018-19,Virginia Tech,34,34,34.3,5.6,11.8,3.9,7.2,1.7,4.6,3.3,4.2,0.5,3.6,4.1,4.0,1.9,0.5,2.9,2.3,16.2,.474,.537,.374,.778,.586,.546,G,SO,nickeil-alexander-walker-1
400,E.J. Liddell,16.2,NOH,2,41,2022,Ohio State,2020-21,Ohio State,29,29,29.4,5.4,11.5,4.5,8.7,0.9,2.8,4.3,5.8,1.8,4.9,6.7,1.8,0.7,1.1,1.6,3.0,16.2,.474,.518,.338,.746,.567,.515,F,SO,ej-liddell-1
401,Frank Williams,16.2,DEN,1,25,2002,Illinois,2001-02,Illinois,35,34,32.4,5.0,12.7,3.4,8.1,1.5,4.5,4.7,5.8,0.9,3.7,4.7,4.4,2.0,0.3,2.7,2.1,16.2,.393,.423,.340,.808,.525,.454,G,JR,frank-williams-1
402,Gilbert Arenas,16.2,GSW,2,31,2001,Arizona,2000-01,Arizona,36,33,29.0,5.8,12.1,3.9,7.4,1.9,4.6,2.7,3.7,0.8,2.8,3.6,2.3,1.8,0.2,2.8,2.3,16.2,.479,.519,.416,.724,.585,.559,G,SO,gilbert-arenas-1
403,Jaylen Nowell,16.2,MIN,2,43,2019,Washington,2018-19,Washington,36,36,34.4,6.1,12.1,4.6,8.8,1.4,3.2,2.6,3.4,1.0,4.3,5.3,3.1,1.3,0.3,2.9,2.3,16.2,.502,.525,.440,.779,.592,.561,G,SO,jaylen-nowell-1
404,Isaiah Wong,16.2,IND,2,55,2023,Miami (FL),2022-23,Miami (FL),37,37,33.4,5.2,11.6,3.5,7.4,1.6,4.3,4.1,4.9,1.1,3.3,4.3,3.2,1.4,0.4,2.1,1.8,16.2,.445,.482,.384,.845,.578,.516,G,SR,isaiah-wong-1
405,Jordan Hawkins,16.2,NOH,1,14,2023,Connecticut,2022-23,Connecticut,37,37,29.4,4.9,12.0,2.0,4.4,2.9,7.6,3.4,3.8,1.0,2.8,3.8,1.3,0.7,0.5,1.4,2.2,16.2,.409,.445,.388,.887,.584,.531,G,SO,jordan-hawkins-1
406,Otto Porter,16.2,WAS,1,3,2013,Georgetown,2012-13,Georgetown,31,30,35.4,5.4,11.3,4.0,8.0,1.4,3.3,3.9,5.1,1.8,5.7,7.5,2.7,1.8,0.9,1.5,2.0,16.2,.480,.504,.422,.777,.590,.541,F,SO,otto-porter-1
407,Greg Monroe,16.1,DET,1,7,2010,Georgetown,2009-10,Georgetown,34,34,34.2,5.9,11.3,5.7,10.5,0.2,0.8,4.1,6.1,2.2,7.5,9.6,3.8,1.2,1.5,3.3,2.6,16.1,.525,.545,.259,.660,.567,.534,C,SO,greg-monroe-1
408,Mario Austin,16.1,CHI,2,36,2003,Mississippi State,2001-02,Mississippi State,35,35,30.0,6.0,10.7,5.9,10.6,0.0,0.1,4.2,6.3,2.5,5.1,7.6,1.3,0.6,0.7,2.1,2.3,16.1,.557,.562,.200,.658,.588,.559,F,SO,mario-austin-1
409,Jeffery Taylor,16.1,CHA,2,31,2012,Vanderbilt,2011-12,Vanderbilt,36,36,32.1,5.8,11.8,4.0,7.5,1.8,4.3,2.6,4.4,2.1,3.4,5.6,1.7,1.3,0.4,2.2,1.9,16.1,.493,.533,.423,.605,.580,.570,F,SR,jeffery-taylor-1
410,Anthony Bennett,16.1,CLE,1,1,2013,UNLV,2012-13,UNLV,35,31,27.1,5.8,10.8,4.7,8.1,1.0,2.7,3.5,5.1,2.5,5.7,8.1,1.0,0.7,1.2,1.9,2.3,16.1,.533,.587,.375,.701,.609,.580,F,FR,anthony-bennett-1
411,Dillon Brooks,16.1,HOU,2,45,2017,Oregon,2016-17,Oregon,35,27,25.3,5.9,12.1,4.3,8.0,1.6,4.1,2.7,3.6,1.0,2.2,3.2,2.7,1.1,0.5,2.1,2.8,16.1,.488,.532,.401,.754,.585,.556,F,JR,dillon-brooks-1
412,Dante Cunningham,16.1,POR,2,33,2009,Villanova,2008-09,Villanova,38,38,31.6,6.4,12.2,6.4,12.2,0.0,0.1,3.3,4.7,2.6,4.9,7.5,1.2,1.2,1.2,2.2,2.7,16.1,.525,.527,.000,.697,.557,.525,F,SR,dante-cunningham-1
413,Acie Law IV,16.1,ATL,1,11,2007,Texas A&M,2005-06,Texas A&M,30,30,34.7,5.8,12.9,4.6,9.2,1.2,3.7,3.2,4.2,0.7,2.7,3.4,4.0,1.7,0.0,2.5,2.6,16.1,.448,.496,.330,.764,.538,.496,G,JR,acie-law-1
414,Henry Walker,16.1,WAS,2,47,2008,Kansas State,2007-08,Kansas State,31,28,27.3,5.8,12.5,4.7,8.9,1.1,3.7,3.3,4.4,2.5,3.8,6.3,1.9,0.9,0.5,2.6,3.3,16.1,.465,.531,.307,.737,.548,.510,F,FR,bill-walker-1
415,Larry Nance,16.1,LAL,1,27,2015,Wyoming,2014-15,Wyoming,31,30,34.9,6.0,11.6,5.5,10.3,0.5,1.4,3.7,4.7,1.4,5.8,7.2,2.5,1.2,1.2,2.3,2.2,16.1,.514,.538,.333,.786,.581,.533,F,SR,larry-nance-2
416,Romain Sato,16.1,SAS,2,52,2004,Xavier,2001-02,Xavier,32,32,34.6,5.2,11.2,2.6,5.0,2.6,6.3,3.1,4.5,2.0,4.6,6.6,1.8,0.9,0.7,1.8,2.8,16.1,.462,.522,.415,.688,.601,.578,G,SO,romain-sato-1
417,Coby White,16.1,CHI,1,7,2019,North Carolina,2018-19,North Carolina,35,35,28.5,5.4,12.7,3.0,6.1,2.3,6.6,3.0,3.7,0.3,3.2,3.5,4.1,1.1,0.3,2.7,1.9,16.1,.423,.500,.353,.800,.556,.516,G,FR,coby-white-1
418,Rodney Hood,16.1,UTA,1,23,2014,Duke,2013-14,Duke,35,33,32.9,5.5,11.8,3.4,6.9,2.0,4.8,3.1,3.9,0.8,3.1,3.9,2.1,0.7,0.3,1.5,2.6,16.1,.464,.494,.420,.807,.590,.550,F,SO,rodney-hood-1
419,P.J. Tucker Jr,16.1,TOR,2,35,2006,Texas,2005-06,Texas,37,37,34.5,6.1,11.8,6.0,11.7,0.1,0.1,3.8,5.1,2.8,6.7,9.5,2.9,1.8,0.4,3.1,2.8,16.1,.515,.514,.667,.747,.563,.517,F,JR,pj-tucker-1
420,Tre Mann,16.0,OKC,1,18,2021,Florida,2020-21,Florida,24,24,32.4,5.5,12.1,3.7,7.4,1.9,4.7,3.1,3.7,0.7,5.0,5.6,3.5,1.4,0.1,2.8,2.4,16.0,.459,.494,.402,.831,.579,.536,G,SO,tre-mann-1
421,Antonio Burks,16.0,ORL,2,36,2004,Memphis,2003-04,Memphis,30,30,34.3,5.9,12.4,4.0,7.8,1.9,4.6,2.4,3.8,0.5,2.7,3.2,5.5,2.4,0.2,2.5,2.3,16.0,.474,.511,.413,.632,.566,.551,G,SR,antonio-burks-1
422,Luke Jackson,16.0,CLE,1,10,2004,Oregon,2002-03,Oregon,32,30,31.8,5.4,12.0,4.3,8.8,1.2,3.2,4.1,4.7,2.2,4.8,6.9,3.6,1.7,0.3,2.7,2.0,16.0,.452,.484,.363,.867,.565,.500,G,JR,luke-jackson-1
423,Tony Allen,16.0,BOS,1,25,2004,Oklahoma State,2003-04,Oklahoma State,35,34,31.6,5.8,11.6,5.2,9.5,0.6,2.1,3.7,5.5,1.8,3.7,5.5,3.1,2.1,0.9,2.8,3.0,16.0,.504,.550,.297,.675,.564,.531,G,SR,tony-allen-1
424,Shelvin Mack,16.0,WAS,2,34,2011,Butler,2010-11,Butler,38,37,32.1,5.3,13.0,3.0,6.5,2.3,6.5,3.2,4.1,0.7,3.8,4.5,3.4,0.8,0.1,2.4,1.7,16.0,.408,.462,.354,.769,.537,.496,G,JR,shelvin-mack-1
425,Jason Kapono,16.0,CLE,2,31,2003,UCLA,2001-02,UCLA,33,33,34.6,5.2,11.2,2.5,5.4,2.6,5.8,3.1,3.6,1.4,3.7,5.1,2.1,0.6,0.1,1.9,2.0,16.0,.459,.466,.453,.856,.620,.577,F,JR,jason-kapono-1
426,Keyontae Johnson,16.0,OKC,2,50,2023,Kansas State,2020-21,Florida,4,4,20.3,6.3,9.8,5.5,8.0,0.8,1.8,2.8,3.5,0.5,4.0,4.5,1.3,1.0,0.0,2.8,1.5,16.0,.641,.688,.429,.786,.701,.679,F,JR,keyontae-johnson-1
427,Melvin Ely,16.0,LAC,1,12,2002,Fresno State,2000-01,Fresno State,33,33,30.6,6.3,10.8,6.3,10.8,0.0,0.0,3.4,5.1,2.6,4.8,7.5,1.4,0.9,2.7,2.7,2.6,16.0,.583,.583,,.671,.605,.583,C,JR,melvin-ely-1
428,Rashad McCants,16.0,MIN,1,14,2005,North Carolina,2004-05,North Carolina,33,30,25.9,5.5,11.3,3.4,6.2,2.2,5.1,2.8,3.8,0.8,2.2,3.0,2.7,1.3,0.7,1.9,2.4,16.0,.489,.544,.423,.722,.609,.584,G,JR,rashad-mccants-1
429,Romero Osby,16.0,ORL,2,51,2013,Oklahoma,2012-13,Oklahoma,32,31,28.5,5.4,10.3,5.2,9.8,0.3,0.5,4.8,6.1,2.1,5.0,7.0,1.3,0.6,0.8,1.3,2.4,16.0,.526,.525,.529,.794,.604,.539,F,SR,romero-osby-1
430,Luther Head,15.9,HOU,1,24,2005,Illinois,2004-05,Illinois,39,39,33.3,5.5,11.8,2.5,4.6,3.0,7.3,2.0,2.5,0.6,3.4,4.0,3.8,1.7,0.2,1.8,1.4,15.9,.463,.547,.410,.788,.611,.589,G,SR,luther-head-1
431,Channing Frye,15.9,NYK,1,8,2005,Arizona,2003-04,Arizona,30,30,30.3,6.4,11.7,6.3,11.6,0.1,0.2,3.0,3.8,3.0,4.4,7.4,1.9,0.6,2.1,1.6,3.0,15.9,.548,.548,.600,.788,.589,.553,C,JR,channing-frye-1
432,Ben McLemore,15.9,SAC,1,7,2013,Kansas,2012-13,Kansas,37,36,32.2,5.4,10.8,3.4,6.1,2.0,4.7,3.2,3.7,1.3,3.9,5.2,2.0,1.0,0.7,2.1,1.9,15.9,.495,.553,.420,.870,.633,.586,G,FR,ben-mclemore-1
433,J.J. Redick,15.9,ORL,1,11,2006,Duke,2003-04,Duke,37,35,31.1,4.6,11.0,1.9,4.0,2.8,7.0,3.9,4.1,0.7,2.4,3.1,1.6,0.7,0.1,1.9,2.1,15.9,.423,.470,.395,.953,.616,.548,G,SO,jj-redick-1
434,Ronny Turiaf,15.9,LAL,2,37,2005,Gonzaga,2004-05,Gonzaga,31,31,31.2,5.1,10.0,5.0,9.7,0.1,0.2,5.7,8.4,2.4,7.1,9.5,1.5,0.4,1.9,2.3,2.7,15.9,.508,.513,.286,.683,.571,.511,F,SR,ronny-turiaf-1
435,Kyle O'Quinn,15.9,ORL,2,49,2012,Norfolk State,2011-12,Norfolk State,36,36,31.3,5.7,9.9,5.5,9.1,0.2,0.9,4.3,6.2,3.2,7.2,10.3,1.4,0.7,2.7,2.6,3.3,15.9,.573,.610,.188,.696,.616,.581,C,SR,kyle-oquinn-1
436,Taurean Prince,15.9,UTA,1,12,2016,Baylor,2015-16,Baylor,34,34,30.6,5.5,12.7,3.9,8.4,1.6,4.3,3.3,4.3,2.4,3.7,6.1,2.3,1.3,0.7,2.7,2.5,15.9,.432,.469,.361,.774,.537,.493,F,SR,taurean-prince-1
437,Emeka Okafor,15.9,CHA,1,2,2004,Connecticut,2002-03,Connecticut,33,33,32.9,6.7,11.5,6.7,11.5,0.0,0.0,2.5,4.2,3.8,7.4,11.2,0.5,0.9,4.7,2.3,3.0,15.9,.580,.580,,.599,.587,.580,C,SO,emeka-okafor-1
438,Deshaun Thomas,15.9,SAS,2,58,2013,Ohio State,2011-12,Ohio State,39,39,31.4,6.2,12.0,4.9,8.3,1.3,3.7,2.1,2.8,2.6,2.8,5.4,0.9,0.4,0.2,1.2,1.7,15.9,.520,.599,.345,.755,.596,.574,F,SO,deshaun-thomas-1
439,Miles McBride,15.9,OKC,2,36,2021,West Virginia,2020-21,West Virginia,29,28,34.2,5.4,12.6,3.8,8.7,1.6,3.8,3.4,4.2,1.2,2.7,3.9,4.8,1.9,0.3,1.8,1.7,15.9,.431,.439,.414,.813,.544,.495,G,SO,miles-mcbride-1
440,Darington Hobson,15.9,MIL,2,37,2010,New Mexico,2009-10,New Mexico,35,35,33.6,5.5,12.5,4.4,9.5,1.1,3.1,3.7,5.7,2.1,7.1,9.3,4.6,1.3,0.4,3.0,1.9,15.9,.440,.465,.361,.653,.520,.484,F,JR,darington-hobson-1
441,Arron Afflalo,15.8,DET,1,27,2007,UCLA,2005-06,UCLA,39,38,33.4,5.2,11.3,3.1,5.4,2.1,5.8,3.3,4.1,0.8,3.4,4.2,1.8,0.6,0.1,2.0,2.1,15.8,.462,.566,.366,.806,.600,.557,G,SO,arron-afflalo-1
442,Wayne Ellington,15.8,MIN,1,28,2009,North Carolina,2008-09,North Carolina,38,37,30.4,5.7,11.7,3.4,6.3,2.2,5.4,2.3,2.9,1.5,3.4,4.9,2.7,0.9,0.2,1.6,1.5,15.8,.483,.539,.417,.777,.604,.579,G,JR,wayne-ellington-1
443,Al-Farouq Aminu,15.8,LAC,1,8,2010,Wake Forest,2009-10,Wake Forest,31,30,31.3,5.4,12.1,4.8,9.9,0.6,2.1,4.5,6.4,4.3,6.4,10.7,1.3,1.4,1.4,3.2,2.9,15.8,.447,.484,.273,.698,.524,.471,F,SO,al-farouq-aminu-1
444,Marcus Zegarowski,15.8,NJN,2,49,2021,Creighton,2020-21,Creighton,29,29,33.6,5.6,12.0,2.8,5.5,2.8,6.6,1.9,2.4,0.3,3.3,3.6,4.3,1.3,0.1,2.1,1.9,15.8,.464,.516,.421,.786,.600,.579,G,JR,marcus-zegarowski-1
445,Kobe Brown,15.8,LAC,1,30,2023,Missouri,2022-23,Missouri,34,34,29.6,5.7,10.3,4.2,7.0,1.5,3.3,2.9,3.7,1.8,4.6,6.4,2.5,1.5,0.4,1.6,2.5,15.8,.553,.598,.455,.792,.655,.625,F,SR,kobe-brown-1
446,Chris Owens,15.8,MIL,2,48,2002,Texas,2001-02,Texas,11,11,27.2,5.6,11.3,5.4,10.4,0.3,0.9,4.3,6.8,2.9,4.5,7.4,0.8,0.7,1.9,1.7,2.5,15.8,.500,.518,.300,.627,.545,.512,F,SR,chris-owens-1
447,Demetrius Jackson,15.8,BOS,2,45,2016,Notre Dame,2015-16,Notre Dame,35,35,36.0,5.5,12.2,4.0,7.6,1.5,4.7,3.2,4.0,0.9,2.6,3.5,4.7,1.2,0.3,2.2,1.9,15.8,.451,.525,.331,.813,.560,.514,G,JR,demetrius-jackson-2
448,Paul Davis,15.8,LAC,2,34,2006,Michigan State,2003-04,Michigan State,30,30,28.2,5.4,9.6,5.3,9.1,0.2,0.5,4.8,6.0,2.1,4.2,6.2,2.0,1.5,0.6,2.5,2.9,15.8,.568,.581,.333,.799,.637,.577,C,SO,paul-davis-1
449,Channing Frye,15.8,NYK,1,8,2005,Arizona,2004-05,Arizona,37,37,31.0,6.1,11.1,6.1,10.6,0.1,0.5,3.4,4.1,2.8,4.8,7.6,1.9,0.9,2.3,1.7,2.6,15.8,.554,.570,.176,.830,.605,.557,C,SR,channing-frye-1
450,Darius Johnson-Odom,15.8,DAL,2,55,2012,Marquette,2010-11,Marquette,37,35,30.0,5.3,12.2,3.4,7.0,1.9,5.3,3.3,4.6,0.5,2.5,3.0,2.4,0.8,0.2,2.0,2.5,15.8,.433,.484,.364,.708,.547,.511,G,JR,darius-johnson-odom-1
451,Tyler Zeller,15.8,DAL,1,17,2012,North Carolina,2010-11,North Carolina,37,35,28.1,5.7,10.4,5.7,10.4,0.0,0.0,4.4,5.7,2.9,4.4,7.2,0.6,0.7,1.2,1.4,2.7,15.8,.549,.549,,.759,.601,.549,F,JR,tyler-zeller-1
452,Drew Gooden,15.8,MEM,1,4,2002,Kansas,2000-01,Kansas,28,20,27.2,5.9,11.5,5.8,11.1,0.1,0.4,3.8,5.8,2.5,5.9,8.4,1.7,0.5,1.0,2.6,2.7,15.8,.516,.519,.400,.648,.553,.522,F,SO,drew-gooden-1
453,Jimmy Butler,15.7,CHI,1,30,2011,Marquette,2010-11,Marquette,37,35,34.6,5.1,10.3,4.5,8.8,0.5,1.6,5.1,6.5,2.4,3.6,6.1,2.3,1.4,0.4,1.5,1.3,15.7,.490,.515,.345,.783,.587,.516,G,SR,jimmy-butler-1
454,Roger Mason Jr,15.7,CHI,2,31,2002,Virginia,2000-01,Virginia,29,28,32.0,5.0,10.6,3.6,7.3,1.4,3.3,4.2,4.8,0.9,2.8,3.7,2.5,1.1,0.5,2.3,2.6,15.7,.476,.491,.442,.884,.612,.544,G,SO,roger-mason-1
455,Jeremiah Robinson-Earl,15.7,NYK,2,32,2021,Villanova,2020-21,Villanova,25,25,34.5,6.2,12.5,5.3,9.2,0.9,3.3,2.4,3.4,2.5,6.0,8.5,2.2,1.0,0.6,1.6,2.3,15.7,.497,.574,.280,.714,.558,.534,F,SO,jeremiah-robinson-earl-1
456,DeJuan Blair,15.7,SAS,2,37,2009,Pittsburgh,2008-09,Pittsburgh,35,35,27.3,6.5,10.9,6.5,10.9,0.0,0.0,2.8,4.6,5.6,6.8,12.3,1.2,1.5,1.0,1.3,2.7,15.7,.593,.593,,.605,.601,.593,F,SO,dejuan-blair-1
457,Luke Walton,15.7,LAL,2,32,2003,Arizona,2001-02,Arizona,31,31,36.7,5.6,11.9,5.1,10.0,0.5,1.9,3.9,5.8,1.8,5.5,7.3,6.3,1.6,0.6,3.8,2.0,15.7,.470,.506,.283,.682,.535,.493,F,JR,luke-walton-1
458,Jason Preston,15.7,ORL,2,33,2021,Ohio,2020-21,Ohio,20,20,34.6,6.4,12.4,4.8,8.3,1.6,4.1,1.4,2.4,1.1,6.2,7.3,7.3,1.5,0.3,3.0,1.4,15.7,.514,.576,.390,.596,.583,.579,G,JR,jason-preston-1
459,Montrezl Harrell,15.7,HOU,2,32,2015,Louisville,2014-15,Louisville,35,35,35.1,6.1,10.7,5.8,9.7,0.3,1.1,3.3,5.5,3.2,6.0,9.2,1.4,0.9,1.2,2.0,2.1,15.7,.566,.602,.243,.597,.588,.578,F,JR,montrezl-harrell-1
460,Keith Bogans,15.7,MIL,2,43,2003,Kentucky,2002-03,Kentucky,36,35,29.7,5.4,11.8,3.2,6.0,2.2,5.8,2.7,3.6,1.1,2.7,3.8,2.7,1.2,0.1,2.2,1.7,15.7,.456,.528,.383,.738,.579,.551,G,SR,keith-bogans-1
461,Robbie Hummel,15.7,MIN,2,58,2012,Purdue,2009-10,Purdue,27,27,30.3,5.0,11.0,3.4,6.6,1.6,4.4,4.1,4.5,1.6,5.3,6.9,2.1,1.1,1.0,1.0,2.1,15.7,.456,.517,.364,.902,.598,.529,F,JR,robbie-hummel-1
462,Francisco Garcia,15.7,SAC,1,23,2005,Louisville,2004-05,Louisville,38,38,31.9,4.9,11.3,3.1,6.2,1.9,5.1,3.9,4.5,1.2,3.0,4.2,3.9,1.7,1.5,2.7,2.9,15.7,.437,.496,.366,.877,.584,.520,F,JR,francisco-garcia-1
463,Terrence Jones,15.7,HOU,1,18,2012,Kentucky,2010-11,Kentucky,38,35,31.5,5.4,12.3,4.7,10.2,0.7,2.1,4.1,6.4,2.4,6.4,8.8,1.6,1.1,1.9,2.0,2.4,15.7,.442,.465,.329,.646,.512,.470,F,FR,terrence-jones-1
464,Greg Oden Jr,15.7,POR,1,1,2007,Ohio State,2006-07,Ohio State,32,31,28.9,5.9,9.6,5.9,9.6,0.0,0.0,3.8,6.1,3.5,6.0,9.6,0.7,0.6,3.3,2.0,2.7,15.7,.616,.616,,.628,.626,.616,C,FR,greg-oden-1
465,Josh Childress,15.7,ATL,1,6,2004,Stanford,2003-04,Stanford,23,18,29.8,5.4,11.0,3.9,7.3,1.5,3.7,3.4,4.1,1.9,5.6,7.5,2.7,0.9,1.6,2.2,2.3,15.7,.488,.536,.395,.821,.602,.555,F,JR,josh-childress-1
466,Cody Zeller,15.6,CHA,1,4,2013,Indiana,2011-12,Indiana,36,36,28.5,5.6,8.9,5.6,8.9,0.0,0.0,4.5,6.0,2.4,4.1,6.6,1.3,1.4,1.2,1.7,2.7,15.6,.623,.623,,.755,.665,.623,F,FR,cody-zeller-1
467,Harrison Barnes,15.6,GSW,1,7,2012,North Carolina,2010-11,North Carolina,37,36,29.4,5.6,13.4,3.8,8.2,1.8,5.3,2.5,3.4,2.0,3.8,5.8,1.4,0.7,0.4,1.9,1.9,15.6,.421,.470,.344,.750,.520,.488,F,FR,harrison-barnes-1
468,Shan Foster,15.6,DAL,2,51,2008,Vanderbilt,2006-07,Vanderbilt,34,34,32.4,5.6,12.5,3.4,6.2,2.2,6.3,2.2,2.6,1.4,3.3,4.6,2.3,1.2,0.4,1.9,1.7,15.6,.449,.555,.346,.843,.568,.536,G,JR,shan-foster-1
469,Chase Budinger,15.6,DET,2,44,2009,Arizona,2006-07,Arizona,31,31,33.0,5.7,11.7,4.1,7.3,1.6,4.4,2.6,3.1,1.8,4.0,5.8,2.0,1.2,0.4,1.6,1.7,15.6,.485,.555,.368,.845,.592,.554,F,FR,chase-budinger-1
470,Matt Bonner,15.6,CHI,2,45,2003,Florida,2001-02,Florida,31,31,28.3,5.9,11.5,4.4,7.5,1.5,4.0,2.4,3.0,2.5,4.8,7.2,1.5,0.7,0.7,1.6,1.9,15.6,.513,.589,.371,.796,.606,.577,F,JR,matt-bonner-1
471,Kris Dunn,15.6,MIN,1,5,2016,Providence,2014-15,Providence,33,33,34.0,5.6,11.8,4.8,9.5,0.8,2.3,3.6,5.2,0.8,4.6,5.5,7.5,2.7,0.3,4.2,3.1,15.6,.474,.505,.351,.686,.546,.509,G,SO,kris-dunn-1
472,Ronny Turiaf,15.6,LAL,2,37,2005,Gonzaga,2002-03,Gonzaga,33,12,24.7,4.6,8.8,4.5,8.6,0.0,0.2,6.4,8.5,2.3,3.9,6.2,0.6,0.6,1.5,1.9,3.1,15.6,.519,.526,.167,.760,.608,.521,F,SO,ronny-turiaf-1
473,Nick Collison,15.6,OKC,1,12,2003,Kansas,2001-02,Kansas,37,36,26.8,6.6,11.2,6.5,11.0,0.1,0.2,2.3,3.9,3.4,4.9,8.3,1.7,1.1,2.2,2.5,2.9,15.6,.592,.596,.375,.575,.597,.595,F,JR,nick-collison-1
474,Jalen Slawson,15.6,SAC,2,54,2023,Furman,2022-23,Furman,36,36,30.7,5.4,9.6,4.2,6.8,1.1,2.9,3.7,4.8,1.8,5.3,7.1,3.2,1.5,1.5,2.6,2.8,15.6,.556,.626,.394,.775,.654,.615,F,SR,jalen-slawson-1
475,Lonny Baxter,15.6,CHI,2,44,2002,Maryland,2000-01,Maryland,36,35,26.0,6.1,10.8,6.1,10.7,0.0,0.1,3.4,5.7,2.8,5.1,7.9,0.5,0.9,1.5,1.6,3.1,15.6,.566,.566,.500,.592,.579,.567,C,JR,lonny-baxter-1
476,Michael Wright,15.6,NYK,2,39,2001,Arizona,2000-01,Arizona,36,36,27.9,5.6,9.4,5.6,9.4,0.0,0.1,4.4,5.5,3.3,4.5,7.8,0.3,0.6,0.3,1.8,2.4,15.6,.594,.599,.000,.797,.647,.594,F,JR,michael-wright-1
477,Trent Plaisted,15.6,OKC,2,46,2008,Brigham Young,2007-08,Brigham Young,35,35,27.4,5.8,10.7,5.8,10.7,0.0,0.0,4.0,7.4,2.1,5.5,7.7,1.5,0.4,1.0,2.4,2.3,15.6,.542,.542,,.542,.549,.542,F,JR,trent-plaisted-1
478,Kevin Knox,15.6,NYK,1,9,2018,Kentucky,2017-18,Kentucky,37,37,32.4,5.3,11.9,3.8,7.4,1.5,4.5,3.4,4.4,0.9,4.5,5.4,1.4,0.8,0.3,2.3,2.2,15.6,.445,.509,.341,.774,.556,.510,F,FR,kevin-knox-1
479,Lauri Markkanen,15.6,MIN,1,7,2017,Arizona,2016-17,Arizona,37,37,30.8,5.0,10.2,3.1,5.8,1.9,4.4,3.7,4.4,2.4,4.8,7.2,0.9,0.4,0.5,1.1,2.0,15.6,.492,.545,.423,.835,.635,.584,F,FR,lauri-markkanen-1
480,Donovan Mitchell,15.6,DEN,1,13,2017,Louisville,2016-17,Louisville,34,33,32.3,5.3,13.1,3.0,6.4,2.4,6.6,2.6,3.2,1.1,3.8,4.9,2.7,2.1,0.5,1.6,2.6,15.6,.408,.463,.354,.806,.534,.498,G,SO,donovan-mitchell-1
